signal_id,timestamp_utc,timestamp_jst,was_notified,notified_at_utc,current_price,bias,phase,market_regime,transition_direction,market_map_primary_state,market_map_flags,nearest_major_support,nearest_major_resistance,active_level_role,level_flip_state,failed_breakout_state,trend_flip_state,long_score,short_score,long_display_score,short_display_score,long_raw_score,short_raw_score,score_gap,score_factor_breakdown_long,score_factor_breakdown_short,top_positive_factors,top_negative_factors,confidence,raw_confidence,confidence_direction_shadow,confidence_execution_shadow,confidence_wait_shadow,agreement_with_machine,prelabel,prelabel_primary_reason,location_risk,primary_setup_side,primary_setup_status,primary_setup_reason,execution_precision_action,execution_precision_flags,execution_precision_reason,invalid_reason,primary_entry_mid,primary_stop_loss,primary_tp1,primary_tp2,risk_percent_applied,planned_risk_usd,position_size_usd,loss_streak_at_entry,phase1_active,phase1_activation_reason,max_size_capped,size_reduction_reasons,tp1_price,tp2_price,breakeven_after_tp1,trail_atr_multiplier,timeout_hours,exit_rule_version,shadow_tp1_price,shadow_tp2_price,shadow_breakeven_after_tp1,shadow_trail_atr_multiplier,shadow_timeout_hours,shadow_exit_rule_version,trade_execution_gate,trade_execution_blockers,phase1_observation_gate,phase1_observation_type,phase1_observation_reasons,phase1b_lite_gate,phase1b_lite_type,phase1b_lite_reasons,opportunity_gate,opportunity_type,opportunity_reasons,paper_order_status,active_plan_version,active_primary_action,active_subject_label,active_headline,active_market_entry_long,active_market_entry_short,active_limit_retest_long,active_limit_retest_short,active_breakout_follow_long,active_breakout_follow_short,active_countertrend_scalp_long,active_countertrend_scalp_short,active_position_management_long,active_position_management_short,active_trade_plan_json,funding_rate,funding_rate_raw,funding_rate_pct,funding_rate_label,atr_15m_value,atr_ratio,volume_ratio,rr_estimate,oi_value,oi_change_pct,cvd_value,cvd_slope,cvd_price_divergence,liquidity_above,liquidity_below,largest_liquidation_price,orderbook_bias,long_status,short_status,long_rr,short_rr,warning_flags,risk_flags,signal_tier,signal_badge,signal_tier_reason_codes,ai_decision,ai_confidence,ai_audit_status,ai_audit_verdict,ai_audit_agreement,ai_audit_reason,ai_audit_unique_risks,ai_audit_next_review_focus,data_quality_flag,data_missing_fields,nearest_support_low,nearest_support_high,nearest_support_distance,nearest_resistance_low,nearest_resistance_high,nearest_resistance_distance,summary_subject,summary_variant,advice_variant,prompt_variant,evaluation_trace_version,no_trade_flags,notify_reason_codes,suppress_reason_codes,reason_for_notification,shadow_boundary
20260706_200500,2026-07-06T20:05:00.252649Z,2026-07-07T05:05:00.252649+09:00,False,,63711.9,long,range,transition,up,confirmed_up,"long_into_major_resistance,short_into_major_support,resistance_to_support_flip,resistance_to_support_retest_confirmed,trend_flip_confirmed_up","{""low"": 63471.85, ""high"": 63711.75, ""mid"": 63591.8, ""kind"": ""support"", ""source"": ""4h"", ""sources"": [""15m"", ""4h""], ""confluence_count"": 2, ""strength"": 91.62, ""reaction_count"": 16, ""wick_rejections"": 21, ""volume_touches"": 38, ""last_touch_age"": 0, ""distance_from_price"": 0.15, ""distance_atr"": 0.0006}","{""low"": 63784.35, ""high"": 64046.55, ""mid"": 63915.45, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""15m"", ""1h"", ""4h""], ""confluence_count"": 3, ""strength"": 218.02, ""reaction_count"": 46, ""wick_rejections"": 45, ""volume_touches"": 75, ""last_touch_age"": 0, ""distance_from_price"": 72.45, ""distance_atr"": 0.2986}",support,resistance_to_support_confirmed,,confirmed_up,98,11,98,11,48.0,-21.0,87,"{""ema20_slope_up"": 6.0, ""market_map_long_into_major_resistance"": -6.0, ""market_map_resistance_retest_held"": 6.0, ""market_map_resistance_to_support_flip"": 7.0, ""market_map_trend_flip_confirmed_up_weak"": 2.0, ""near_resistance_penalty"": -6.0, ""near_support"": 7.0, ""price_above_ema50_4h"": 6.0, ""rsi_long_window"": 3.0, ""signal_15m_long_hint"": 3.0, ""structure_4h_hh_hl"": 14.0, ""transition_up_hint"": 6.0}","{""market_map_resistance_retest_failed"": -4.0, ""market_map_resistance_to_support_flip"": -12.0, ""market_map_short_into_major_support"": -6.0, ""market_map_trend_flip_confirmed_up_weak"": -3.0, ""near_resistance"": 7.0, ""near_support_penalty"": -6.0, ""rsi_short_window"": 3.0}","[{""code"": ""structure_4h_hh_hl"", ""score"": 14.0}, {""code"": ""near_support"", ""score"": 7.0}, {""code"": ""market_map_resistance_to_support_flip"", ""score"": 7.0}]","[{""code"": ""market_map_long_into_major_resistance"", ""score"": -6.0}, {""code"": ""near_resistance_penalty"", ""score"": -6.0}]",68,68.0,83.0,29.0,57.6,partial,RISKY_ENTRY,lower_liquidity_distance,51.0,long,watch,near_entry_zone_waiting_trigger,wait_only,"breakout_follow_candidate,long_at_major_resistance_wait_only,upside_breakout_follow_watch",主要レジスタンスが近く、15分足ロングは追いかけず待機。上抜けが続くなら、ロング追随候補として見ます,,63580.2,63120.05,64178.39,64684.55,0.5,50.0,3000.0,0,False,watch_reference_only,True,"[""max_position_size_capped""]",64040.35,64500.5,True,1.5,12,phase1_v0,64178.39,64684.56,True,1.5,12,phase1_v1_shadow,blocked,"[""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready""]",pass,setup_watch_learning,"[""setup_watch_learning""]",blocked,blocked,"[""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_reason_not_confidence_below_min""]",blocked,blocked,"[""entry_recheck_required_trend_flip_up""]",,active_trade_plan_v1,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,blocked,blocked,allowed,allowed,blocked,blocked,blocked,conditional,long 保有中なら、主要レジスタンス反応では利確または建値撤退を優先。直近押し安値割れで上昇継続シナリオを弱める。,short 保有中なら、主要サポート反応では利確または建値撤退を優先。直近戻り高値上抜けで下落継続シナリオを弱める。,"{""plan_version"": ""active_trade_plan_v1"", ""primary_action"": ""ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP"", ""headline"": ""上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。"", ""market_entry_now"": {""long"": ""blocked"", ""short"": ""blocked""}, ""limit_retest_entry"": {""long"": ""allowed"", ""short"": ""allowed""}, ""breakout_follow_entry"": {""long"": ""blocked"", ""short"": ""blocked""}, ""countertrend_scalp_entry"": {""long"": ""blocked"", ""short"": ""conditional""}, ""position_management"": {""if_long_holding"": ""long 保有中なら、主要レジスタンス反応では利確または建値撤退を優先。直近押し安値割れで上昇継続シナリオを弱める。"", ""if_short_holding"": ""short 保有中なら、主要サポート反応では利確または建値撤退を優先。直近戻り高値上抜けで下落継続シナリオを弱める。""}, ""side_plans"": {""long"": {""side"": ""long"", ""bias_alignment"": ""primary"", ""entry_zone_low"": 63483.98, ""entry_zone_high"": 63676.42, ""entry_mid"": 63580.2, ""current_price"": 63711.9, ""zone_position"": ""above_zone"", ""market_entry_status"": ""blocked"", ""limit_entry_status"": ""allowed"", ""breakout_status"": ""blocked"", ""counter_scalp_status"": ""blocked"", ""stop_loss"": 63120.05, ""tp1"": 64178.39, ""tp2"": 64684.55, ""rr_current_tp1"": 0.79, ""rr_current_tp2"": 1.64, ""rr_zone_mid_tp1"": 1.3, ""rr_zone_mid_tp2"": 2.4, ""blockers"": [""current_price_above_long_zone_chase_risk"", ""current_price_not_inside_entry_zone"", ""long_into_major_resistance_market_block"", ""wait_pressure_too_high""], ""triggers"": [""limit_retest_conditions_met""], ""next_condition"": ""63,484-63,676 へ押し、15分足で反発継続なら候補""}, ""short"": {""side"": ""short"", ""bias_alignment"": ""counter"", ""entry_zone_low"": 63796.48, ""entry_zone_high"": 64034.42, ""entry_mid"": 63915.45, ""current_price"": 63711.9, ""zone_position"": ""below_zone"", ""market_entry_status"": ""blocked"", ""limit_entry_status"": ""allowed"", ""breakout_status"": ""blocked"", ""counter_scalp_status"": ""conditional"", ""stop_loss"": 64398.35, ""tp1"": 63287.69, ""tp2"": 62756.5, ""rr_current_tp1"": 0.62, ""rr_current_tp2"": 1.39, ""rr_zone_mid_tp1"": 1.3, ""rr_zone_mid_tp2"": 2.4, ""blockers"": [""current_price_below_short_zone_chase_risk"", ""current_price_not_inside_entry_zone"", ""current_rr_too_low"", ""short_into_major_support_market_block"", ""short_market_warning_trend_flip_up"", ""wait_pressure_too_high""], ""triggers"": [""limit_retest_conditions_met"", ""counter_scalp_conditions_met""], ""next_condition"": ""63,796-64,034 へ戻り、15分足で再失速するなら候補""}}, ""warnings"": []}",0.0001,0.0001,0.01,ほぼ中立,242.6168,1.04,0.47,1.3,104020.211,0.06,49.062,76.218,none,0.1,0.21,,bid_heavy,watch,watch,1.3,1.3,,"lower_liquidity_close,sweep_incomplete,short_into_major_support,trend_flip_confirmed_up,resistance_to_support_flip,resistance_to_support_retest_confirmed,long_into_major_resistance",normal,,"[""machine_disagreement"", ""minor_warning_limit_exceeded"", ""no_trade_flags_present"", ""prelabel_not_entry_ok"", ""primary_setup_not_ready"", ""rr_below_strong_threshold""]",,,skipped_non_notify,,,,,,ok,,63483.98,63676.42,35.48,63796.48,64034.42,84.58,"[BTCFX Manual Trading Report] ⚪ [送信なし] 押し目買い待ち・短期反落注意 / 実弾不可・行動計画 | 上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。 【BTC:63,712】 2026-07-07 05:05",direction_execution_split_v2,direction_execution_split_v2,summary_template_split_v2+advice_prompt_split_v2,v0.2,"breakout_follow_candidate,long_at_major_resistance_wait_only,upside_breakout_follow_watch",,"[""watch_sweep_recheck_wait""]",,left_boundary_context
20260706_210500,2026-07-06T21:05:00.688411Z,2026-07-07T06:05:00.688411+09:00,False,,63798.0,long,reversal_risk,transition,up,early_up,"long_into_major_resistance,short_into_major_support,resistance_to_support_flip,resistance_to_support_retest_confirmed,major_resistance_rejection,trend_flip_early_up","{""low"": 63478.13, ""high"": 63705.47, ""mid"": 63591.8, ""kind"": ""support"", ""source"": ""4h"", ""sources"": [""15m"", ""4h""], ""confluence_count"": 2, ""strength"": 114.88, ""reaction_count"": 22, ""wick_rejections"": 23, ""volume_touches"": 49, ""last_touch_age"": 0, ""distance_from_price"": 92.53, ""distance_atr"": 0.4254}","{""low"": 63790.63, ""high"": 64040.27, ""mid"": 63915.45, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""15m"", ""1h"", ""4h""], ""confluence_count"": 3, ""strength"": 224.06, ""reaction_count"": 46, ""wick_rejections"": 50, ""volume_touches"": 75, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}",support,resistance_to_support_confirmed,,early_up,72,26,72,26,28.0,-9.0,46,"{""ema20_slope_up"": 6.0, ""market_map_long_into_major_resistance"": -6.0, ""market_map_major_resistance_rejection"": -8.0, ""market_map_resistance_retest_held"": 6.0, ""market_map_resistance_to_support_flip"": 7.0, ""near_resistance_penalty"": -6.0, ""price_above_ema50_4h"": 6.0, ""rsi_long_window"": 3.0, ""structure_4h_hh_hl"": 14.0, ""transition_up_hint"": 6.0}","{""market_map_major_resistance_rejection"": 3.0, ""market_map_resistance_retest_failed"": -4.0, ""market_map_resistance_to_support_flip"": -12.0, ""market_map_short_into_major_support"": -6.0, ""near_resistance"": 7.0, ""rsi_short_window"": 3.0}","[{""code"": ""structure_4h_hh_hl"", ""score"": 14.0}, {""code"": ""market_map_resistance_to_support_flip"", ""score"": 7.0}, {""code"": ""ema20_slope_up"", ""score"": 6.0}]","[{""code"": ""market_map_major_resistance_rejection"", ""score"": -8.0}, {""code"": ""market_map_long_into_major_resistance"", ""score"": -6.0}, {""code"": ""near_resistance_penalty"", ""score"": -6.0}]",20,20.0,52.0,12.0,92.8,partial,NO_TRADE_CANDIDATE,lower_liquidity_distance,100.0,long,invalid,confidence_below_min,wait_only,"breakout_follow_candidate,long_at_major_resistance_wait_only,upside_breakout_follow_watch",主要レジスタンスが近く、15分足ロングは追いかけず待機。上抜けが続くなら、ロング追随候補として見ます,confidence不足 / 位置が悪い,63580.2,63162.75,64122.88,64582.08,0.5,50.0,3000.0,0,False,setup_not_ready,True,"[""max_position_size_capped""]",63997.65,64415.1,True,1.5,12,phase1_v0,64122.88,64582.08,True,1.5,12,phase1_v1_shadow,blocked,"[""execution_shadow_too_low"", ""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready"", ""wait_pressure_too_high""]",blocked,blocked,"[""confidence_below_min"", ""no_trade_candidate""]",blocked,blocked,"[""blocking_risk_flag:ask_wall_close"", ""blocking_risk_flag:orderbook_ask_heavy"", ""direction_below_lite_min"", ""execution_below_lite_min"", ""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_setup_not_watch"", ""wait_above_lite_max""]",blocked,blocked,"[""require_execution_for_high_wait+suppress_long_high_wait"", ""setup_status_not_watch_or_ready"", ""wait_shadow_extreme""]",,active_trade_plan_v1,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,blocked,blocked,allowed,allowed,blocked,blocked,blocked,conditional,long 保有中なら、主要レジスタンス反応では利確または建値撤退を優先。直近押し安値割れで上昇継続シナリオを弱める。,short 保有中なら、主要サポート反応では利確または建値撤退を優先。直近戻り高値上抜けで下落継続シナリオを弱める。,"{""plan_version"": ""active_trade_plan_v1"", ""primary_action"": ""ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP"", ""headline"": ""上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。"", ""market_entry_now"": {""long"": ""blocked"", ""short"": ""blocked""}, ""limit_retest_entry"": {""long"": ""allowed"", ""short"": ""allowed""}, ""breakout_follow_entry"": {""long"": ""blocked"", ""short"": ""blocked""}, ""countertrend_scalp_entry"": {""long"": ""blocked"", ""short"": ""conditional""}, ""position_management"": {""if_long_holding"": ""long 保有中なら、主要レジスタンス反応では利確または建値撤退を優先。直近押し安値割れで上昇継続シナリオを弱める。"", ""if_short_holding"": ""short 保有中なら、主要サポート反応では利確または建値撤退を優先。直近戻り高値上抜けで下落継続シナリオを弱める。""}, ""side_plans"": {""long"": {""side"": ""long"", ""bias_alignment"": ""primary"", ""entry_zone_low"": 63489.0, ""entry_zone_high"": 63671.4, ""entry_mid"": 63580.2, ""current_price"": 63798.0, ""zone_position"": ""above_zone"", ""market_entry_status"": ""blocked"", ""limit_entry_status"": ""allowed"", ""breakout_status"": ""blocked"", ""counter_scalp_status"": ""blocked"", ""stop_loss"": 63162.75, ""tp1"": 64122.88, ""tp2"": 64582.08, ""rr_current_tp1"": 0.51, ""rr_current_tp2"": 1.23, ""rr_zone_mid_tp1"": 1.3, ""rr_zone_mid_tp2"": 2.4, ""blockers"": [""current_price_above_long_zone_chase_risk"", ""current_price_not_inside_entry_zone"", ""current_rr_too_low"", ""execution_too_low_for_market"", ""long_into_major_resistance_market_block"", ""wait_pressure_too_high""], ""triggers"": [""limit_retest_conditions_met""], ""next_condition"": ""63,489-63,671 へ押し、15分足で反発継続なら候補""}, ""short"": {""side"": ""short"", ""bias_alignment"": ""counter"", ""entry_zone_low"": 63801.5, ""entry_zone_high"": 64029.4, ""entry_mid"": 63915.45, ""current_price"": 63798.0, ""zone_position"": ""below_zone"", ""market_entry_status"": ""blocked"", ""limit_entry_status"": ""allowed"", ""breakout_status"": ""blocked"", ""counter_scalp_status"": ""conditional"", ""stop_loss"": 64355.65, ""tp1"": 63343.19, ""tp2"": 62858.97, ""rr_current_tp1"": 0.82, ""rr_current_tp2"": 1.68, ""rr_zone_mid_tp1"": 1.3, ""rr_zone_mid_tp2"": 2.4, ""blockers"": [""current_price_below_short_zone_chase_risk"", ""current_price_not_inside_entry_zone"", ""execution_too_low_for_market"", ""short_into_major_support_market_block"", ""wait_pressure_too_high""], ""triggers"": [""limit_retest_conditions_met"", ""counter_scalp_conditions_met""], ""next_condition"": ""63,802-64,029 へ戻り、15分足で再失速するなら候補""}}, ""warnings"": []}",0.0001,0.0001,0.01,ほぼ中立,217.4993,0.91,0.66,1.3,104073.773,0.04,-306.067,-279.462,bearish,0.16,0.21,,ask_heavy,invalid,invalid,1.3,1.3,,"ask_wall_close,cvd_bearish_divergence,lower_liquidity_close,orderbook_ask_heavy,sweep_incomplete,short_into_major_support,resistance_to_support_flip,trend_flip_early_up,major_resistance_rejection,resistance_to_support_retest_confirmed,long_into_major_resistance",normal,,"[""confidence_buffer_missing"", ""machine_disagreement"", ""minor_warning_limit_exceeded"", ""no_trade_flags_present"", ""prelabel_not_entry_ok"", ""primary_setup_not_ready"", ""rr_below_strong_threshold""]",,,skipped_non_notify,,,,,,ok,,63489.0,63671.4,126.6,63801.5,64029.4,3.5,"[BTCFX Manual Trading Report] ⚪ [送信なし] 押し目買い待ち・短期反落注意 / 実弾不可・行動計画 | 上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。 【BTC:63,798】 2026-07-07 06:05",direction_execution_split_v2,direction_execution_split_v2,summary_template_split_v2+advice_prompt_split_v2,v0.2,"breakout_follow_candidate,long_at_major_resistance_wait_only,upside_breakout_follow_watch",,"[""confidence_below_long_min"", ""multiple_no_trade_flags"", ""primary_setup_invalid""]",,left_boundary_context
20260706_220500,2026-07-06T22:05:00.339279Z,2026-07-07T07:05:00.339279+09:00,False,,64474.2,long,range,transition,up,early_up,"long_into_major_resistance,resistance_to_support_flip,resistance_to_support_retest_confirmed,trend_flip_early_up","{""low"": 63466.67, ""high"": 63716.93, ""mid"": 63591.8, ""kind"": ""support"", ""source"": ""4h"", ""sources"": [""15m"", ""4h""], ""confluence_count"": 2, ""strength"": 117.38, ""reaction_count"": 20, ""wick_rejections"": 27, ""volume_touches"": 50, ""last_touch_age"": 0, ""distance_from_price"": 757.27, ""distance_atr"": 2.8757}","{""low"": 64499.87, ""high"": 64757.73, ""mid"": 64628.8, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""4h"", ""15m""], ""confluence_count"": 2, ""strength"": 30.71, ""reaction_count"": 6, ""wick_rejections"": 7, ""volume_touches"": 7, ""last_touch_age"": 3, ""distance_from_price"": 25.67, ""distance_atr"": 0.0975}",support,resistance_to_support_confirmed,,early_up,91,22,91,22,43.0,-12.0,69,"{""ema20_slope_up"": 6.0, ""market_map_long_into_major_resistance"": -6.0, ""market_map_resistance_retest_held"": 6.0, ""market_map_resistance_to_support_flip"": 7.0, ""price_above_ema50_4h"": 6.0, ""structure_4h_hh_hl"": 14.0, ""transition_up_hint"": 6.0, ""volume_expansion"": 4.0}","{""market_map_resistance_retest_failed"": -4.0, ""market_map_resistance_to_support_flip"": -12.0, ""volume_expansion"": 4.0}","[{""code"": ""structure_4h_hh_hl"", ""score"": 14.0}, {""code"": ""market_map_resistance_to_support_flip"", ""score"": 7.0}, {""code"": ""ema20_slope_up"", ""score"": 6.0}]","[{""code"": ""market_map_long_into_major_resistance"", ""score"": -6.0}]",58,58.0,76.0,26.0,62.4,agree,RISKY_ENTRY,lower_liquidity_distance,43.0,long,watch,entry_zone_not_reached,wait_only,"breakout_follow_candidate,long_at_major_resistance_wait_only,upside_breakout_follow_watch",主要レジスタンスが近く、15分足ロングは追いかけず待機。上抜けが続くなら、ロング追随候補として見ます,,63580.2,63084.83,64224.18,64769.08,0.5,50.0,3000.0,0,False,watch_reference_only,True,"[""max_position_size_capped""]",64075.57,64570.94,True,1.5,12,phase1_v0,64224.18,64769.09,True,1.5,12,phase1_v1_shadow,blocked,"[""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready"", ""wait_pressure_too_high""]",pass,setup_watch_learning,"[""setup_watch_learning""]",blocked,blocked,"[""blocking_risk_flag:orderbook_ask_heavy"", ""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_reason_not_confidence_below_min"", ""required_risk_flags_missing""]",pass,setup_watch_learning,"[""market_map:resistance_to_support_flip"", ""phase1_observation_gate_pass"", ""soft_risk:suppress_long_high_wait""]",,active_trade_plan_v1,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,blocked,blocked,allowed,allowed,blocked,blocked,blocked,conditional,long 保有中なら、主要レジスタンス反応では利確または建値撤退を優先。直近押し安値割れで上昇継続シナリオを弱める。,short 保有中なら、主要サポート反応では利確または建値撤退を優先。直近戻り高値上抜けで下落継続シナリオを弱める。,"{""plan_version"": ""active_trade_plan_v1"", ""primary_action"": ""ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP"", ""headline"": ""上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。"", ""market_entry_now"": {""long"": ""blocked"", ""short"": ""blocked""}, ""limit_retest_entry"": {""long"": ""allowed"", ""short"": ""allowed""}, ""breakout_follow_entry"": {""long"": ""blocked"", ""short"": ""blocked""}, ""countertrend_scalp_entry"": {""long"": ""blocked"", ""short"": ""conditional""}, ""position_management"": {""if_long_holding"": ""long 保有中なら、主要レジスタンス反応では利確または建値撤退を優先。直近押し安値割れで上昇継続シナリオを弱める。"", ""if_short_holding"": ""short 保有中なら、主要サポート反応では利確または建値撤退を優先。直近戻り高値上抜けで下落継続シナリオを弱める。""}, ""side_plans"": {""long"": {""side"": ""long"", ""bias_alignment"": ""primary"", ""entry_zone_low"": 63479.83, ""entry_zone_high"": 63680.57, ""entry_mid"": 63580.2, ""current_price"": 64474.2, ""zone_position"": ""above_zone"", ""market_entry_status"": ""blocked"", ""limit_entry_status"": ""allowed"", ""breakout_status"": ""blocked"", ""counter_scalp_status"": ""blocked"", ""stop_loss"": 63084.83, ""tp1"": 64224.18, ""tp2"": 64769.08, ""rr_current_tp1"": null, ""rr_current_tp2"": 0.21, ""rr_zone_mid_tp1"": 1.3, ""rr_zone_mid_tp2"": 2.4, ""blockers"": [""current_price_above_long_zone_chase_risk"", ""current_price_not_inside_entry_zone"", ""current_rr_too_low"", ""long_into_major_resistance_market_block"", ""wait_pressure_too_high""], ""triggers"": [""limit_retest_conditions_met""], ""next_condition"": ""63,480-63,681 へ押し、15分足で反発継続なら候補""}, ""short"": {""side"": ""short"", ""bias_alignment"": ""counter"", ""entry_zone_low"": 64639.23, ""entry_zone_high"": 64744.57, ""entry_mid"": 64691.9, ""current_price"": 64474.2, ""zone_position"": ""below_zone"", ""market_entry_status"": ""blocked"", ""limit_entry_status"": ""allowed"", ""breakout_status"": ""blocked"", ""counter_scalp_status"": ""conditional"", ""stop_loss"": 65139.57, ""tp1"": 63680.57, ""tp2"": 63287.57, ""rr_current_tp1"": 1.19, ""rr_current_tp2"": 1.78, ""rr_zone_mid_tp1"": 2.26, ""rr_zone_mid_tp2"": 3.14, ""blockers"": [""current_price_below_short_zone_chase_risk"", ""current_price_not_inside_entry_zone"", ""wait_pressure_too_high""], ""triggers"": [""limit_retest_conditions_met"", ""counter_scalp_conditions_met""], ""next_condition"": ""64,639-64,745 へ戻り、15分足で再失速するなら候補""}}, ""warnings"": []}",0.0001,0.0001,0.01,ほぼ中立,263.3312,1.07,1.3,1.3,102980.249,-1.15,3779.483,3821.799,none,0.17,1.32,,ask_heavy,watch,watch,1.3,2.26,,"orderbook_ask_heavy,short_cover_risk,sweep_incomplete,long_into_major_resistance,resistance_to_support_flip,trend_flip_early_up,resistance_to_support_retest_confirmed",normal,,"[""minor_warning_limit_exceeded"", ""no_trade_flags_present"", ""prelabel_not_entry_ok"", ""primary_setup_not_ready"", ""rr_below_strong_threshold""]",,,skipped_non_notify,,,,,,ok,,63479.83,63680.57,793.63,64639.23,64744.57,165.03,"[BTCFX Manual Trading Report] ⚪ [送信なし] 押し目買い待ち・短期反落注意 / 実弾不可・行動計画 | 上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。 【BTC:64,474】 2026-07-07 07:05",direction_execution_split_v2,direction_execution_split_v2,summary_template_split_v2+advice_prompt_split_v2,v0.2,"breakout_follow_candidate,long_at_major_resistance_wait_only,upside_breakout_follow_watch",,"[""watch_sweep_recheck_wait""]",,left_boundary_context
