candidate_id,source_signal_id,timestamp_jst,active_primary_action,candidate_type,candidate_status,side,entry_mode,entry_price,entry_zone_low,entry_zone_high,stop_loss,tp1,tp2,rr_current_tp1,rr_current_tp2,rr_zone_mid_tp1,rr_zone_mid_tp2,market_entry_status,limit_entry_status,counter_scalp_status,breakout_status,active_subject_label,active_headline,next_condition
20260709_170500:short:limit_retest,20260709_170500,2026-07-10T02:05:00.173054+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,62989.75,62865.7,63113.8,63461.05,62377.05,61858.62,0.37,1.03,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,866-63,114 へ戻り、15分足で再失速するなら候補"
20260709_180501:long:limit_retest,20260709_180501,2026-07-10T03:05:01.061900+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,63190.65,63102.47,63278.83,62773.02,63733.57,64192.96,1.81,3.16,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,102-63,279 へ押し、15分足で反発継続なら候補"
20260709_180501:short:counter_scalp,20260709_180501,2026-07-10T03:05:01.061900+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,63114.6,63115.07,63288.03,63617.48,62660.84,62203.32,0.9,1.81,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,115-63,288 へ戻り、15分足で再失速するなら候補"
20260709_190500:long:limit_retest,20260709_190500,2026-07-10T04:05:00.214375+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,63190.65,63101.99,63279.31,62768.9,63738.93,64202.85,1.25,2.33,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,102-63,279 へ押し、15分足で反発継続なら候補"
20260709_190500:short:counter_scalp,20260709_190500,2026-07-10T04:05:00.214375+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,63199.8,63114.59,63288.51,63621.6,62655.48,62193.43,1.29,2.39,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,115-63,289 へ戻り、15分足で再失速するなら候補"
20260709_200500:long:limit_retest,20260709_200500,2026-07-10T05:05:00.635758+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,63167.95,63060.64,63275.26,62757.95,63700.95,64151.96,1.04,2.02,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,061-63,275 へ押し、15分足で反発継続なら候補"
20260709_200500:short:counter_scalp,20260709_200500,2026-07-10T05:05:00.635758+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,63219.9,63118.64,63284.46,63587.15,62700.27,62276.1,1.41,2.57,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,119-63,284 へ戻り、15分足で再失速するなら候補"
20260709_210500:long:limit_retest,20260709_210500,2026-07-10T06:05:00.183606+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,63234.9,63199.69,63270.11,62935.59,63624.01,63953.25,0.95,1.88,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,200-63,270 へ押し、15分足で反発継続なら候補"
20260709_210500:short:counter_scalp,20260709_210500,2026-07-10T06:05:00.183606+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,63288.4,63327.99,63513.21,63777.31,62956.87,62564.49,0.68,1.48,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,328-63,513 へ戻り、15分足で再失速するなら候補"
20260709_220500:long:limit_retest,20260709_220500,2026-07-10T07:05:00.056898+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,63234.9,63203.28,63266.52,62972.55,63575.95,63864.53,1.18,2.23,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,203-63,267 へ押し、15分足で反発継続なら候補"
20260709_220500:short:counter_scalp,20260709_220500,2026-07-10T07:05:00.056898+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,63249.0,63127.42,63275.72,63506.45,62805.23,62469.87,1.72,3.03,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,127-63,276 へ戻り、15分足で再失速するなら候補"
20260710_000501:long:limit_retest,20260710_000501,2026-07-10T09:05:01.117452+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,63190.68,63114.83,63266.52,62888.58,63583.4,63915.7,1.25,2.32,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,115-63,267 へ押し、15分足で反発継続なら候補"
20260710_000501:short:counter_scalp,20260710_000501,2026-07-10T09:05:01.117452+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,63197.8,63183.39,63275.72,63501.97,62875.42,62575.76,1.06,2.05,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,183-63,276 へ戻り、15分足で再失速するなら候補"
20260710_010500:long:limit_retest,20260710_010500,2026-07-10T10:05:00.121994+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,63066.62,63000.68,63132.55,62765.98,63457.44,63788.13,1.17,2.2,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,001-63,133 へ押し、15分足で反発継続なら候補"
20260710_010500:short:counter_scalp,20260710_010500,2026-07-10T10:05:00.121994+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,63085.2,62998.78,63099.03,63333.73,62678.64,62365.33,1.64,2.9,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"62,999-63,099 へ戻り、15分足で再失速するなら候補"
20260710_030500:long:limit_retest,20260710_030500,2026-07-10T12:05:00.806668+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,63234.9,63197.04,63272.76,62913.06,63653.29,64007.32,,0.07,1.3,2.4,blocked,allowed,blocked,armed,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,197-63,273 へ押し、15分足で反発継続なら候補"
20260710_030500:short:counter_scalp,20260710_030500,2026-07-10T12:05:00.806668+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,63935.1,63891.14,64023.76,64307.74,63272.76,63116.75,1.78,2.2,1.95,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,891-64,024 へ戻り、15分足で再失速するなら候補"
20260710_050500:long:limit_retest,20260710_050500,2026-07-10T14:05:00.144169+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,63789.0,63754.22,63823.78,63493.34,64173.35,64498.57,0.29,0.91,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,754-63,824 へ押し、15分足で反発継続なら候補"
20260710_050500:short:counter_scalp,20260710_050500,2026-07-10T14:05:00.144169+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,64019.3,63894.22,64056.78,64317.66,63530.7,63154.33,1.64,2.9,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,894-64,057 へ戻り、15分足で再失速するなら候補"
20260710_060500:long:limit_retest,20260710_060500,2026-07-10T15:05:00.264965+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,63915.5,63882.88,63948.12,63638.23,64275.95,64659.28,0.41,1.26,1.3,2.68,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,883-63,948 へ押し、15分足で反発継続なら候補"
20260710_060500:short:counter_scalp,20260710_060500,2026-07-10T15:05:00.264965+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,64090.0,64115.38,64261.02,64505.67,63775.49,63267.52,0.76,1.98,1.3,2.9,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"64,115-64,261 へ戻り、15分足で再失速するなら候補"
20260710_080500:long:limit_retest,20260710_080500,2026-07-10T17:05:00.804297+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,63915.5,63883.54,63947.46,63674.97,64228.19,64659.55,0.97,2.5,1.3,3.09,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,884-63,947 へ押し、15分足で反発継続なら候補"
20260710_080500:short:counter_scalp,20260710_080500,2026-07-10T17:05:00.804297+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,63956.2,63897.04,64054.01,64262.58,63602.36,63266.52,1.15,2.25,1.3,2.47,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,897-64,054 へ戻り、15分足で再失速するなら候補"
20260710_090500:long:limit_retest,20260710_090500,2026-07-10T18:05:00.162776+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,63915.5,63883.54,63947.46,63651.26,64259.01,64549.66,0.08,0.6,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,884-63,947 へ押し、15分足で反発継続なら候補"
20260710_090500:short:counter_scalp,20260710_090500,2026-07-10T18:05:00.162776+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,64213.1,64115.93,64260.51,64492.79,63792.29,63266.52,1.5,3.38,1.3,3.03,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"64,116-64,261 へ戻り、15分足で再失速するなら候補"
20260710_100500:long:limit_retest,20260710_100500,2026-07-10T19:05:00.333612+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,64070.4,64038.36,64102.44,63809.64,64409.39,64696.23,0.09,0.61,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"64,038-64,102 へ押し、15分足で反発継続なら候補"
20260710_100500:short:counter_scalp,20260710_100500,2026-07-10T19:05:00.333612+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,64360.4,64347.81,64412.19,64640.91,64040.82,63753.81,1.14,2.16,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"64,348-64,412 へ戻り、15分足で再失速するなら候補"
20260710_110500:long:limit_retest,20260710_110500,2026-07-10T20:05:00.062924+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,64244.6,64212.48,64276.72,63994.18,64570.14,64845.6,0.52,1.24,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"64,212-64,277 へ押し、15分足で反発継続なら候補"
20260710_110500:short:counter_scalp,20260710_110500,2026-07-10T20:05:00.062924+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,64374.1,64347.81,64412.19,64630.49,64054.37,63778.83,1.25,2.32,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"64,348-64,412 へ戻り、15分足で再失速するなら候補"
20260710_120500:long:limit_retest,20260710_120500,2026-07-10T21:05:00.332840+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,64244.6,64212.48,64276.72,64013.64,64544.85,64798.9,0.4,1.06,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"64,212-64,277 へ押し、15分足で反発継続なら候補"
20260710_120500:short:counter_scalp,20260710_120500,2026-07-10T21:05:00.332840+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,64394.1,64347.81,64412.19,64611.03,64079.66,63825.53,1.45,2.62,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"64,348-64,412 へ戻り、15分足で再失速するなら候補"
20260710_140501:long:limit_retest,20260710_140501,2026-07-10T23:05:01.000450+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,64271.25,64211.77,64330.73,63965.57,64668.64,65004.89,0.44,1.13,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"64,212-64,331 へ押し、15分足で反発継続なら候補"
20260710_140501:short:counter_scalp,20260710_140501,2026-07-10T23:05:01.000450+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,64454.6,64347.17,64505.53,64751.73,64003.35,63645.43,1.52,2.72,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"64,347-64,506 へ戻り、15分足で再失速するなら候補"
20260710_150500:long:counter_scalp,20260710_150500,2026-07-11T00:05:00.672704+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,63892.2,63873.12,63957.88,63555.3,64383.76,64779.98,1.46,2.64,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"63,873-63,958 へ押し、15分足で反発継続なら候補"
20260710_150500:short:limit_retest,20260710_150500,2026-07-11T00:05:00.672704+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,63975.5,63886.62,64064.38,64382.2,63446.79,62999.42,0.91,1.82,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"63,887-64,064 へ戻り、15分足で再失速するなら候補"
20260710_170500:long:limit_retest,20260710_170500,2026-07-11T02:05:00.990693+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,64099.35,64028.95,64169.75,63718.09,64594.99,65014.37,1.19,2.23,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"64,029-64,170 へ押し、15分足で反発継続なら候補"
20260710_170500:short:counter_scalp,20260710_170500,2026-07-11T02:05:00.990693+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,64118.9,64106.55,64269.85,64580.71,63677.94,63246.18,0.95,1.89,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"64,107-64,270 へ戻り、15分足で再失速するなら候補"
20260710_190500:long:limit_retest,20260710_190500,2026-07-11T04:05:00.827245+09:00,ACTIVE_LIMIT_RETEST,limit_retest,allowed,long,limit,63787.05,63736.0,63838.1,63470.48,64198.59,64546.82,1.26,2.35,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち,上方向優勢。ただし成行ロング不可。押し目買い待ち。,"63,736-63,838 へ押し、15分足で反発継続なら候補"
20260710_200500:long:counter_scalp,20260710_200500,2026-07-11T05:05:00.823646+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,63907.2,63877.23,63944.77,63623.96,64284.16,64599.91,1.33,2.45,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"63,877-63,945 へ押し、15分足で反発継続なら候補"
20260710_200500:short:limit_retest,20260710_200500,2026-07-11T05:05:00.823646+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,63984.85,63946.23,64023.47,64276.74,63605.39,63268.67,0.82,1.73,1.3,2.45,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"63,946-64,023 へ戻り、15分足で再失速するなら候補"
20260710_210500:long:limit_retest,20260710_210500,2026-07-11T06:05:00.688162+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,63761.65,63687.91,63835.39,63442.72,64176.26,64527.08,0.94,1.87,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,688-63,835 へ押し、15分足で反発継続なら候補"
20260710_210500:short:counter_scalp,20260710_210500,2026-07-11T06:05:00.688162+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,63820.0,63947.31,64062.59,64307.78,63611.27,63267.59,0.43,1.13,1.3,2.43,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,947-64,063 へ戻り、15分足で再失速するなら候補"
20260710_220500:long:limit_retest,20260710_220500,2026-07-11T07:05:00.437933+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,63911.0,63879.04,63942.96,63658.97,64238.63,64515.86,0.76,1.61,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,879-63,943 へ押し、15分足で反発継続なら候補"
20260710_220500:short:counter_scalp,20260710_220500,2026-07-11T07:05:00.437933+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,63987.7,63948.01,64061.91,64281.98,63644.84,63266.52,1.17,2.45,1.3,2.67,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,948-64,062 へ戻り、15分足で再失速するなら候補"
20260710_230500:long:limit_retest,20260710_230500,2026-07-11T08:05:00.098010+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,63932.01,63879.04,63984.98,63683.11,64255.58,64529.37,0.41,1.08,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,879-63,985 へ押し、15分足で反発継続なら候補"
20260710_230500:short:counter_scalp,20260710_230500,2026-07-11T08:05:00.098010+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,64089.8,64046.46,64110.54,64306.47,63782.14,63531.37,1.42,2.58,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"64,046-64,111 へ戻り、15分足で再失速するなら候補"
20260711_000500:long:limit_retest,20260711_000500,2026-07-11T09:05:00.525081+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,64128.3,64096.24,64160.36,63919.11,64400.24,64630.35,1.29,2.38,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"64,096-64,160 へ押し、15分足で反発継続なら候補"
20260711_000500:short:counter_scalp,20260711_000500,2026-07-11T09:05:00.525081+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,64129.5,64148.61,64260.51,64437.64,63901.56,63645.17,0.74,1.57,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"64,149-64,261 へ戻り、15分足で再失速するなら候補"
20260711_010500:long:limit_retest,20260711_010500,2026-07-11T10:05:00.815698+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,63995.1,63957.21,64033.0,63790.91,64260.55,64485.16,0.57,1.33,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,957-64,033 へ押し、15分足で反発継続なら候補"
20260711_010500:short:counter_scalp,20260711_010500,2026-07-11T10:05:00.815698+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,64089.5,64046.46,64110.54,64276.84,63820.66,63602.49,1.44,2.6,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"64,046-64,111 へ戻り、15分足で再失速するなら候補"
20260711_020500:long:counter_scalp,20260711_020500,2026-07-11T11:05:00.998907+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,63979.2,63879.04,64033.0,63694.91,64295.46,64582.68,1.11,2.12,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"63,879-64,033 へ押し、15分足で反発継続なら候補"
20260711_020500:short:limit_retest,20260711_020500,2026-07-11T11:05:00.998907+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,64007.91,63953.91,64061.91,64246.04,63698.34,63436.4,1.05,2.03,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"63,954-64,062 へ戻り、15分足で再失速するなら候補"
20260711_030500:long:counter_scalp,20260711_030500,2026-07-11T12:05:00.070270+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,long,conditional,64130.5,63957.21,64033.0,63790.63,64260.92,64485.84,0.38,1.05,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"63,957-64,033 へ押し、15分足で反発継続なら候補"
20260711_030500:short:limit_retest,20260711_030500,2026-07-11T12:05:00.070270+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,short,limit,64202.66,64144.81,64260.51,64427.09,63910.9,63664.03,0.74,1.57,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"64,145-64,261 へ戻り、15分足で再失速するなら候補"
20260711_040500:long:limit_retest,20260711_040500,2026-07-11T13:05:00.142216+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,64013.32,63957.21,64069.42,63802.82,64286.96,64547.81,0.54,1.37,1.3,2.54,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,957-64,069 へ押し、15分足で反発継続なら候補"
20260711_040500:short:counter_scalp,20260711_040500,2026-07-11T13:05:00.142216+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,64117.3,64135.92,64260.51,64414.9,63916.52,63678.17,0.67,1.48,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"64,136-64,261 へ戻り、15分足で再失速するなら候補"
20260711_060500:long:limit_retest,20260711_060500,2026-07-11T15:05:00.067825+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,limit_retest,allowed,long,limit,64061.31,64005.38,64117.24,63873.12,64305.96,64645.86,0.61,1.88,1.3,3.11,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"64,005-64,117 へ押し、15分足で反発継続なら候補"
20260711_060500:short:counter_scalp,20260711_060500,2026-07-11T15:05:00.067825+09:00,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,counter_scalp,conditional,short,conditional,64141.6,64135.92,64260.51,64392.77,63945.29,63731.27,0.78,1.63,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"64,136-64,261 へ戻り、15分足で再失速するなら候補"
