schema_version,scenario_id,symbol,side,setup_family,scenario_status,lifecycle_state,initial_candidate_id,latest_candidate_id,initial_signal_id,latest_signal_id,detected_at_utc,detected_at_jst,last_updated_at_utc,last_updated_at_jst,entry_zone_low,entry_zone_high,invalidation_price,tp1_price,tp2_price,candidate_event_count,source_signal_count,zone_touched_at_utc,zone_touched_at_jst,terminal_at_utc,terminal_at_jst,proxy_outcome,proxy_outcome_status,ohlcv_coverage_status,scenario_method_version,max_update_gap_minutes,max_scenario_age_hours,zone_tolerance_bps,invalidation_tolerance_bps
manual_scenario.v1,scn_9d178bf7dc867940c6d901fb,BTCUSDT,long,counter_scalp,resolved,proxy_resolved,20260709_010500:long:counter_scalp,20260709_020500:long:counter_scalp,20260709_010500,20260709_020500,2026-07-09T01:05:00.871331Z,2026-07-09T10:05:00.871331+09:00,2026-07-09T02:05:00.881660Z,2026-07-09T11:05:00.881660+09:00,61783.51,61970.99,61485.06,62387.09,62818.5,2,2,2026-07-09T01:30:00Z,2026-07-09T10:30:00+09:00,2026-07-09T02:45:00Z,2026-07-09T11:45:00+09:00,sl_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_094634c160efd081da3ec410,BTCUSDT,short,limit_retest,resolved,proxy_resolved,20260709_020500:short:limit_retest,20260709_030500:short:limit_retest,20260709_020500,20260709_030500,2026-07-09T02:05:00.881660Z,2026-07-09T11:05:00.881660+09:00,2026-07-09T03:05:00.310716Z,2026-07-09T12:05:00.310716+09:00,62057.58,62219.42,62522.55,61639.23,61216.77,2,2,2026-07-09T04:00:00Z,2026-07-09T13:00:00+09:00,2026-07-09T05:00:00Z,2026-07-09T14:00:00+09:00,sl_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_f39eedf73832ad088183b813,BTCUSDT,long,counter_scalp,resolved,proxy_resolved,20260709_030500:long:counter_scalp,20260709_030500:long:counter_scalp,20260709_030500,20260709_030500,2026-07-09T03:05:00.310716Z,2026-07-09T12:05:00.310716+09:00,2026-07-09T03:05:00.310716Z,2026-07-09T12:05:00.310716+09:00,61664.98,61745.82,61361.85,62152.02,62529.93,1,1,2026-07-09T03:15:00Z,2026-07-09T12:15:00+09:00,2026-07-09T04:30:00Z,2026-07-09T13:30:00+09:00,tp1_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_088a0cfdd3348e950f65a7c3,BTCUSDT,long,limit_retest,expired,expired_without_touch,20260709_040500:long:limit_retest,20260709_040500:long:limit_retest,20260709_040500,20260709_040500,2026-07-09T04:05:00.419249Z,2026-07-09T13:05:00.419249+09:00,2026-07-09T04:05:00.419249Z,2026-07-09T13:05:00.419249+09:00,61837.67,61969.53,61550.17,62363.06,62751.84,1,1,,,2026-07-10T04:05:00.419249Z,2026-07-10T13:05:00.419249+09:00,,expired,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_dbca58a6403eb435eaafe7e6,BTCUSDT,short,counter_scalp,resolved,proxy_resolved,20260709_040500:short:counter_scalp,20260709_040500:short:counter_scalp,20260709_040500,20260709_040500,2026-07-09T04:05:00.419249Z,2026-07-09T13:05:00.419249+09:00,2026-07-09T04:05:00.419249Z,2026-07-09T13:05:00.419249+09:00,62059.67,62217.33,62504.83,61662.27,61259.3,1,1,2026-07-09T04:15:00Z,2026-07-09T13:15:00+09:00,2026-07-09T05:00:00Z,2026-07-09T14:00:00+09:00,sl_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_a6be066ae47d5b047d9d4bea,BTCUSDT,short,counter_scalp,resolved,proxy_resolved,20260709_050500:short:counter_scalp,20260709_050500:short:counter_scalp,20260709_050500,20260709_050500,2026-07-09T05:05:00.145843Z,2026-07-09T14:05:00.145843+09:00,2026-07-09T05:05:00.145843Z,2026-07-09T14:05:00.145843+09:00,62250.14,62430.36,62707.54,61862.77,61458.74,1,1,2026-07-09T05:15:00Z,2026-07-09T14:15:00+09:00,2026-07-09T06:00:00Z,2026-07-09T15:00:00+09:00,sl_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_f4fb7de409fc690560620610,BTCUSDT,long,limit_retest,resolved,proxy_resolved,20260709_050500:long:limit_retest,20260709_060500:long:limit_retest,20260709_050500,20260709_060500,2026-07-09T05:05:00.145843Z,2026-07-09T14:05:00.145843+09:00,2026-07-09T06:05:00.815165Z,2026-07-09T15:05:00.815165+09:00,62540.37,62682.73,62243.16,63090.46,63495.69,2,2,2026-07-09T05:15:00Z,2026-07-09T14:15:00+09:00,2026-07-09T06:45:00Z,2026-07-09T15:45:00+09:00,tp1_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_a9554287106f03049e580bd6,BTCUSDT,short,counter_scalp,resolved,proxy_resolved,20260709_060500:short:counter_scalp,20260709_060500:short:counter_scalp,20260709_060500,20260709_060500,2026-07-09T06:05:00.815165Z,2026-07-09T15:05:00.815165+09:00,2026-07-09T06:05:00.815165Z,2026-07-09T15:05:00.815165+09:00,62558.37,62660.13,62957.34,62156.73,61773.83,1,1,2026-07-09T06:15:00Z,2026-07-09T15:15:00+09:00,2026-07-09T07:00:00Z,2026-07-09T16:00:00+09:00,sl_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_02eb2f8dbf9c246319af6d31,BTCUSDT,long,limit_retest,resolved,proxy_resolved,20260709_070500:long:limit_retest,20260709_070500:long:limit_retest,20260709_070500,20260709_070500,2026-07-09T07:05:00.864203Z,2026-07-09T16:05:00.864203+09:00,2026-07-09T07:05:00.864203Z,2026-07-09T16:05:00.864203+09:00,62713.79,62796.01,62405.45,63209.19,63593.59,1,1,2026-07-09T07:30:00Z,2026-07-09T16:30:00+09:00,2026-07-09T07:45:00Z,2026-07-09T16:45:00+09:00,tp1_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_789eba0ef9dbdebb189f1d1f,BTCUSDT,short,counter_scalp,resolved,proxy_resolved,20260709_070500:short:counter_scalp,20260709_120500:short:counter_scalp,20260709_070500,20260709_120500,2026-07-09T07:05:00.864203Z,2026-07-09T16:05:00.864203+09:00,2026-07-09T12:05:00.163842Z,2026-07-09T21:05:00.163842+09:00,62877.49,62984.51,63243.33,62524.97,62181.41,3,3,2026-07-09T07:15:00Z,2026-07-09T16:15:00+09:00,2026-07-09T12:45:00Z,2026-07-09T21:45:00+09:00,tp1_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_4f63e33b03496f2b7541c22e,BTCUSDT,short,limit_retest,resolved,proxy_resolved,20260709_080500:short:limit_retest,20260709_100500:short:limit_retest,20260709_080500,20260709_100500,2026-07-09T08:05:00.716200Z,2026-07-09T17:05:00.716200+09:00,2026-07-09T10:05:00.417174Z,2026-07-09T19:05:00.417174+09:00,62873.3,62988.7,63278.93,62478.69,62095.96,3,3,2026-07-09T08:15:00Z,2026-07-09T17:15:00+09:00,2026-07-09T12:45:00Z,2026-07-09T21:45:00+09:00,sl_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_e2e4ddd9c19b45e2bada0546,BTCUSDT,long,counter_scalp,resolved,proxy_resolved,20260709_080500:long:counter_scalp,20260709_130500:long:counter_scalp,20260709_080500,20260709_130500,2026-07-09T08:05:00.716200Z,2026-07-09T17:05:00.716200+09:00,2026-07-09T13:05:00.452154Z,2026-07-09T22:05:00.452154+09:00,62540.71,62682.39,62246.04,63086.71,63488.77,4,4,2026-07-09T09:00:00Z,2026-07-09T18:00:00+09:00,2026-07-09T13:45:00Z,2026-07-09T22:45:00+09:00,tp1_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_92149296e78d0e434b8a6038,BTCUSDT,long,limit_retest,resolved,proxy_resolved,20260709_110500:long:limit_retest,20260709_120500:long:limit_retest,20260709_110500,20260709_120500,2026-07-09T11:05:00.902798Z,2026-07-09T20:05:00.902798+09:00,2026-07-09T12:05:00.163842Z,2026-07-09T21:05:00.163842+09:00,62720.39,62809.01,62461.57,63158.77,63492.21,2,2,2026-07-09T11:15:00Z,2026-07-09T20:15:00+09:00,2026-07-09T12:45:00Z,2026-07-09T21:45:00+09:00,sl_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_774c4a68c3bfbff1b1db1289,BTCUSDT,short,limit_retest,resolved,proxy_resolved,20260709_130500:short:limit_retest,20260709_130500:short:limit_retest,20260709_130500,20260709_130500,2026-07-09T13:05:00.452154Z,2026-07-09T22:05:00.452154+09:00,2026-07-09T13:05:00.452154Z,2026-07-09T22:05:00.452154+09:00,62558.71,62659.79,62954.46,62160.48,61780.75,1,1,2026-07-09T13:30:00Z,2026-07-09T22:30:00+09:00,2026-07-09T13:45:00Z,2026-07-09T22:45:00+09:00,sl_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_6808aa34270b349ab4b0b31f,BTCUSDT,short,limit_retest,resolved,proxy_resolved,20260709_140501:short:limit_retest,20260709_170500:short:limit_retest,20260709_140501,20260709_170500,2026-07-09T14:05:01.040790Z,2026-07-09T23:05:01.040790+09:00,2026-07-09T17:05:00.173054Z,2026-07-10T02:05:00.173054+09:00,62865.7,63113.8,63461.05,62377.05,61858.62,2,2,2026-07-09T14:15:00Z,2026-07-09T23:15:00+09:00,2026-07-09T18:00:00Z,2026-07-10T03:00:00+09:00,sl_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_6837175a347a15af320c4340,BTCUSDT,long,counter_scalp,resolved,proxy_resolved,20260709_140501:long:counter_scalp,20260709_170500:long:counter_scalp,20260709_140501,20260709_170500,2026-07-09T14:05:01.040790Z,2026-07-09T23:05:01.040790+09:00,2026-07-09T17:05:00.173054Z,2026-07-10T02:05:00.173054+09:00,62585.8,62689.4,62238.55,63156.37,63595.33,2,2,2026-07-09T14:15:00Z,2026-07-09T23:15:00+09:00,2026-07-09T18:00:00Z,2026-07-10T03:00:00+09:00,tp1_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_9376af339995ba39e2c46f65,BTCUSDT,long,limit_retest,resolved,proxy_resolved,20260709_150500:long:limit_retest,20260709_150500:long:limit_retest,20260709_150500,20260709_150500,2026-07-09T15:05:00.867157Z,2026-07-10T00:05:00.867157+09:00,2026-07-09T15:05:00.867157Z,2026-07-10T00:05:00.867157+09:00,62706.44,62822.96,62343.03,63312.88,63776.72,1,1,2026-07-09T15:45:00Z,2026-07-10T00:45:00+09:00,2026-07-09T18:00:00Z,2026-07-10T03:00:00+09:00,tp1_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_decd81ac45375c3ea684c9a9,BTCUSDT,short,counter_scalp,resolved,proxy_resolved,20260709_150500:short:counter_scalp,20260710_000501:short:counter_scalp,20260709_150500,20260710_000501,2026-07-09T15:05:00.867157Z,2026-07-10T00:05:00.867157+09:00,2026-07-10T00:05:01.117452Z,2026-07-10T09:05:01.117452+09:00,63183.39,63275.72,63501.97,62875.42,62575.76,7,7,2026-07-09T15:15:00Z,2026-07-10T00:15:00+09:00,2026-07-10T00:30:00Z,2026-07-10T09:30:00+09:00,sl_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_073007f7df42ccf951c9b3c2,BTCUSDT,long,limit_retest,resolved,proxy_resolved,20260709_180501:long:limit_retest,20260710_000501:long:limit_retest,20260709_180501,20260710_000501,2026-07-09T18:05:01.061900Z,2026-07-10T03:05:01.061900+09:00,2026-07-10T00:05:01.117452Z,2026-07-10T09:05:01.117452+09:00,63114.83,63266.52,62888.58,63583.4,63915.7,6,6,2026-07-09T18:15:00Z,2026-07-10T03:15:00+09:00,2026-07-10T00:30:00Z,2026-07-10T09:30:00+09:00,tp1_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_19a0dc0070ce54d3950bd92c,BTCUSDT,long,limit_retest,resolved,proxy_resolved,20260710_010500:long:limit_retest,20260710_010500:long:limit_retest,20260710_010500,20260710_010500,2026-07-10T01:05:00.121994Z,2026-07-10T10:05:00.121994+09:00,2026-07-10T01:05:00.121994Z,2026-07-10T10:05:00.121994+09:00,63000.68,63132.55,62765.98,63457.44,63788.13,1,1,2026-07-10T01:15:00Z,2026-07-10T10:15:00+09:00,2026-07-10T01:45:00Z,2026-07-10T10:45:00+09:00,tp2_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_d99888cf490f8479f4771d2a,BTCUSDT,short,counter_scalp,expired,expired_without_touch,20260710_010500:short:counter_scalp,20260710_010500:short:counter_scalp,20260710_010500,20260710_010500,2026-07-10T01:05:00.121994Z,2026-07-10T10:05:00.121994+09:00,2026-07-10T01:05:00.121994Z,2026-07-10T10:05:00.121994+09:00,62998.78,63099.03,63333.73,62678.64,62365.33,1,1,,,2026-07-11T01:05:00.121994Z,2026-07-11T10:05:00.121994+09:00,,expired,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_835ba153f8d5016c4ebe94ef,BTCUSDT,long,limit_retest,expired,expired_without_touch,20260710_030500:long:limit_retest,20260710_030500:long:limit_retest,20260710_030500,20260710_030500,2026-07-10T03:05:00.806668Z,2026-07-10T12:05:00.806668+09:00,2026-07-10T03:05:00.806668Z,2026-07-10T12:05:00.806668+09:00,63197.04,63272.76,62913.06,63653.29,64007.32,1,1,,,2026-07-11T03:05:00.806668Z,2026-07-11T12:05:00.806668+09:00,,expired,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_aac18a88610a0c3c694ab028,BTCUSDT,short,counter_scalp,resolved,proxy_resolved,20260710_030500:short:counter_scalp,20260710_080500:short:counter_scalp,20260710_030500,20260710_080500,2026-07-10T03:05:00.806668Z,2026-07-10T12:05:00.806668+09:00,2026-07-10T08:05:00.804297Z,2026-07-10T17:05:00.804297+09:00,63897.04,64054.01,64262.58,63602.36,63266.52,4,4,2026-07-10T03:15:00Z,2026-07-10T12:15:00+09:00,2026-07-10T08:15:00Z,2026-07-10T17:15:00+09:00,sl_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_932cb64191723e5d1e30d1e2,BTCUSDT,long,limit_retest,resolved,proxy_resolved,20260710_050500:long:limit_retest,20260710_080500:long:limit_retest,20260710_050500,20260710_080500,2026-07-10T05:05:00.144169Z,2026-07-10T14:05:00.144169+09:00,2026-07-10T08:05:00.804297Z,2026-07-10T17:05:00.804297+09:00,63883.54,63947.46,63674.97,64228.19,64659.55,3,3,2026-07-10T06:15:00Z,2026-07-10T15:15:00+09:00,2026-07-10T08:15:00Z,2026-07-10T17:15:00+09:00,tp1_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_095cb9e22b361f75bdb79266,BTCUSDT,short,counter_scalp,resolved,proxy_resolved,20260710_090500:short:counter_scalp,20260710_110500:short:counter_scalp,20260710_090500,20260710_110500,2026-07-10T09:05:00.162776Z,2026-07-10T18:05:00.162776+09:00,2026-07-10T11:05:00.062924Z,2026-07-10T20:05:00.062924+09:00,64347.81,64412.19,64630.49,64054.37,63778.83,3,3,2026-07-10T09:15:00Z,2026-07-10T18:15:00+09:00,2026-07-10T12:00:00Z,2026-07-10T21:00:00+09:00,sl_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_8dc05be728dbf10179d3cd2e,BTCUSDT,long,limit_retest,resolved,proxy_resolved,20260710_090500:long:limit_retest,20260710_120500:long:limit_retest,20260710_090500,20260710_120500,2026-07-10T09:05:00.162776Z,2026-07-10T18:05:00.162776+09:00,2026-07-10T12:05:00.332840Z,2026-07-10T21:05:00.332840+09:00,64212.48,64276.72,64013.64,64544.85,64798.9,4,4,2026-07-10T12:45:00Z,2026-07-10T21:45:00+09:00,2026-07-10T13:45:00Z,2026-07-10T22:45:00+09:00,tp1_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_5b95ff2c2da4699ca39dcf74,BTCUSDT,short,counter_scalp,resolved,proxy_resolved,20260710_120500:short:counter_scalp,20260710_120500:short:counter_scalp,20260710_120500,20260710_120500,2026-07-10T12:05:00.332840Z,2026-07-10T21:05:00.332840+09:00,2026-07-10T12:05:00.332840Z,2026-07-10T21:05:00.332840+09:00,64347.81,64412.19,64611.03,64079.66,63825.53,1,1,2026-07-10T12:15:00Z,2026-07-10T21:15:00+09:00,2026-07-10T13:45:00Z,2026-07-10T22:45:00+09:00,sl_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_95c3dcf09aad5f58fd563e66,BTCUSDT,long,limit_retest,resolved,proxy_resolved,20260710_140501:long:limit_retest,20260710_140501:long:limit_retest,20260710_140501,20260710_140501,2026-07-10T14:05:01.000450Z,2026-07-10T23:05:01.000450+09:00,2026-07-10T14:05:01.000450Z,2026-07-10T23:05:01.000450+09:00,64211.77,64330.73,63965.57,64668.64,65004.89,1,1,2026-07-10T14:15:00Z,2026-07-10T23:15:00+09:00,2026-07-10T14:15:00Z,2026-07-10T23:15:00+09:00,sl_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_f43445074c1d900d02e02a06,BTCUSDT,short,counter_scalp,resolved,proxy_resolved,20260710_140501:short:counter_scalp,20260711_010500:short:counter_scalp,20260710_140501,20260711_010500,2026-07-10T14:05:01.000450Z,2026-07-10T23:05:01.000450+09:00,2026-07-11T01:05:00.815698Z,2026-07-11T10:05:00.815698+09:00,64046.46,64110.54,64276.84,63820.66,63602.49,7,7,2026-07-10T21:15:00Z,2026-07-11T06:15:00+09:00,2026-07-11T01:15:00Z,2026-07-11T10:15:00+09:00,sl_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_5c84d759283b2c1bb4c2e1ce,BTCUSDT,long,counter_scalp,resolved,proxy_resolved,20260710_150500:long:counter_scalp,20260710_200500:long:counter_scalp,20260710_150500,20260710_200500,2026-07-10T15:05:00.672704Z,2026-07-11T00:05:00.672704+09:00,2026-07-10T20:05:00.823646Z,2026-07-11T05:05:00.823646+09:00,63877.23,63944.77,63623.96,64284.16,64599.91,2,2,2026-07-10T15:30:00Z,2026-07-11T00:30:00+09:00,2026-07-10T20:15:00Z,2026-07-11T05:15:00+09:00,tp1_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_62589e5e6fa4f9d36571c6db,BTCUSDT,short,limit_retest,resolved,proxy_resolved,20260710_150500:short:limit_retest,20260710_200500:short:limit_retest,20260710_150500,20260710_200500,2026-07-10T15:05:00.672704Z,2026-07-11T00:05:00.672704+09:00,2026-07-10T20:05:00.823646Z,2026-07-11T05:05:00.823646+09:00,63946.23,64023.47,64276.74,63605.39,63268.67,2,2,2026-07-10T15:15:00Z,2026-07-11T00:15:00+09:00,2026-07-11T01:15:00Z,2026-07-11T10:15:00+09:00,sl_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_75aa5d839582088077ea85c0,BTCUSDT,long,limit_retest,resolved,proxy_resolved,20260710_170500:long:limit_retest,20260710_190500:long:limit_retest,20260710_170500,20260710_190500,2026-07-10T17:05:00.990693Z,2026-07-11T02:05:00.990693+09:00,2026-07-10T19:05:00.827245Z,2026-07-11T04:05:00.827245+09:00,63736.0,63838.1,63470.48,64198.59,64546.82,2,2,2026-07-10T19:15:00Z,2026-07-11T04:15:00+09:00,2026-07-10T20:15:00Z,2026-07-11T05:15:00+09:00,sl_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_954501bb90173ae7f866577c,BTCUSDT,long,limit_retest,resolved,proxy_resolved,20260710_210500:long:limit_retest,20260711_080500:long:limit_retest,20260710_210500,20260711_080500,2026-07-10T21:05:00.688162Z,2026-07-11T06:05:00.688162+09:00,2026-07-11T08:05:00.538630Z,2026-07-11T17:05:00.538630+09:00,64109.43,64173.57,63996.51,64329.99,64645.86,9,9,2026-07-11T00:15:00Z,2026-07-11T09:15:00+09:00,2026-07-11T08:30:00Z,2026-07-11T17:30:00+09:00,tp1_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_a99087c85743f627adc1ce9e,BTCUSDT,short,limit_retest,resolved,proxy_resolved,20260711_020500:short:limit_retest,20260711_030500:short:limit_retest,20260711_020500,20260711_030500,2026-07-11T02:05:00.998907Z,2026-07-11T11:05:00.998907+09:00,2026-07-11T03:05:00.070270Z,2026-07-11T12:05:00.070270+09:00,64144.81,64260.51,64427.09,63910.9,63664.03,2,2,2026-07-11T02:15:00Z,2026-07-11T11:15:00+09:00,2026-07-11T06:15:00Z,2026-07-11T15:15:00+09:00,sl_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_f26121eeb9d3c1713be80dcf,BTCUSDT,long,counter_scalp,resolved,proxy_resolved,20260711_020500:long:counter_scalp,20260711_030500:long:counter_scalp,20260711_020500,20260711_030500,2026-07-11T02:05:00.998907Z,2026-07-11T11:05:00.998907+09:00,2026-07-11T03:05:00.070270Z,2026-07-11T12:05:00.070270+09:00,63957.21,64033.0,63790.63,64260.92,64485.84,2,2,2026-07-11T02:15:00Z,2026-07-11T11:15:00+09:00,2026-07-11T14:15:00Z,2026-07-11T23:15:00+09:00,tp1_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_d28e02e78bffc5fdfffff39a,BTCUSDT,short,counter_scalp,resolved,proxy_resolved,20260711_040500:short:counter_scalp,20260711_140500:short:counter_scalp,20260711_040500,20260711_140500,2026-07-11T04:05:00.142216Z,2026-07-11T13:05:00.142216+09:00,2026-07-11T14:05:00.408670Z,2026-07-11T23:05:00.408670+09:00,64135.92,64239.4,64323.32,64011.3,63862.08,10,10,2026-07-11T04:15:00Z,2026-07-11T13:15:00+09:00,2026-07-11T14:15:00Z,2026-07-11T23:15:00+09:00,sl_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_ed5f76186bbc0752d307e541,BTCUSDT,long,limit_retest,resolved,proxy_resolved,20260711_090500:long:limit_retest,20260711_140500:long:limit_retest,20260711_090500,20260711_140500,2026-07-11T09:05:00.742919Z,2026-07-11T18:05:00.742919+09:00,2026-07-11T14:05:00.408670Z,2026-07-11T23:05:00.408670+09:00,64109.43,64173.57,64025.51,64292.28,64645.86,6,6,2026-07-11T09:30:00Z,2026-07-11T18:30:00+09:00,2026-07-11T14:15:00Z,2026-07-11T23:15:00+09:00,tp1_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_adc92090922558dba84480b8,BTCUSDT,long,limit_retest,resolved,proxy_resolved,20260711_150500:long:limit_retest,20260711_200500:long:limit_retest,20260711_150500,20260711_200500,2026-07-11T15:05:00.797940Z,2026-07-12T00:05:00.797940+09:00,2026-07-11T20:05:00.630170Z,2026-07-12T05:05:00.630170+09:00,64225.97,64290.23,64092.88,64472.88,64654.62,5,5,2026-07-11T15:30:00Z,2026-07-12T00:30:00+09:00,2026-07-11T20:30:00Z,2026-07-12T05:30:00+09:00,tp1_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_e7fe29d613f168238924f883,BTCUSDT,short,counter_scalp,resolved,proxy_resolved,20260711_160500:short:counter_scalp,20260711_220501:short:counter_scalp,20260711_160500,20260711_220501,2026-07-11T16:05:00.610260Z,2026-07-12T01:05:00.610260+09:00,2026-07-11T22:05:01.065165Z,2026-07-12T07:05:01.065165+09:00,64330.72,64407.99,64521.35,64171.76,64004.56,6,6,2026-07-11T16:15:00Z,2026-07-12T01:15:00+09:00,2026-07-11T22:15:00Z,2026-07-12T07:15:00+09:00,tp1_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_0842ce17021654aadccff607,BTCUSDT,short,limit_retest,resolved,proxy_resolved,20260711_180500:short:limit_retest,20260711_180500:short:limit_retest,20260711_180500,20260711_180500,2026-07-11T18:05:00.503161Z,2026-07-12T03:05:00.503161+09:00,2026-07-11T18:05:00.503161Z,2026-07-12T03:05:00.503161+09:00,64240.56,64311.64,64480.77,64010.03,63784.89,1,1,2026-07-11T18:15:00Z,2026-07-12T03:15:00+09:00,2026-07-11T23:15:00Z,2026-07-12T08:15:00+09:00,tp1_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_1a25f30a56c83d385d99da8f,BTCUSDT,long,limit_retest,resolved,proxy_resolved,20260711_210500:long:limit_retest,20260711_220501:long:limit_retest,20260711_210500,20260711_220501,2026-07-11T21:05:00.317144Z,2026-07-12T06:05:00.317144+09:00,2026-07-11T22:05:01.065165Z,2026-07-12T07:05:01.065165+09:00,64225.97,64290.23,64112.61,64447.24,64607.29,2,2,2026-07-11T22:15:00Z,2026-07-12T07:15:00+09:00,2026-07-11T22:45:00Z,2026-07-12T07:45:00+09:00,sl_first,resolved,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_b755ea388290ee5c1d517ac7,BTCUSDT,short,limit_retest,active,pending,20260712_020500:short:limit_retest,20260712_030500:short:limit_retest,20260712_020500,20260712_030500,2026-07-12T02:05:00.513429Z,2026-07-12T11:05:00.513429+09:00,2026-07-12T03:05:00.101547Z,2026-07-12T12:05:00.101547+09:00,64114.13,64272.12,64447.09,63862.97,63583.61,2,2,2026-07-12T03:15:00Z,2026-07-12T12:15:00+09:00,,,,pending,,manual_scenario_normalization.v1,360,24,25,50
manual_scenario.v1,scn_ebc4d9e3c7fc1cd7ef6ae802,BTCUSDT,long,counter_scalp,active,zone_touched,20260712_020500:long:counter_scalp,20260712_030500:long:counter_scalp,20260712_020500,20260712_030500,2026-07-12T02:05:00.513429Z,2026-07-12T11:05:00.513429+09:00,2026-07-12T03:05:00.101547Z,2026-07-12T12:05:00.101547+09:00,64037.27,64173.57,63862.3,64421.48,64688.91,2,2,2026-07-12T02:15:00Z,2026-07-12T11:15:00+09:00,,,,pending,,manual_scenario_normalization.v1,360,24,25,50
