schema_version,trial_fact_id,scenario_id,scenario_event_id,signal_id,candidate_id,event_timestamp_utc,side,setup_family,market_regime,operator_class,classifier_method_version,trade_execution_gate,phase1b_lite_gate,opportunity_gate,reason_codes,warning_codes,no_trade_flags,risk_flags,entry_zone_low,entry_zone_high,invalidation_price,tp1_price,tp2_price,outcome_status,intraperiod_outcome,first_exit_reason,mfe_r,mae_r,ohlcv_coverage_status,ohlcv_gap_reason,zone_result,direction_result,comparison_status,actual_episode_id,actual_link_confidence,actual_net_pnl_after_fee,evidence_tier,issue_flags
manual_operator_trial_evidence.v1,tf_6656db6c0204a7e577d9631e,scn_a6edf43705ca63ce7a623d05,sce_51293071c588ad1fecbc8132,20260707_090500,20260707_090500:short:limit_retest,2026-07-07T09:05:00.781940Z,short,limit_retest,range,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;downside_breakdown_follow_watch;short_at_major_support_wait_only,cvd_bearish_divergence;long_into_major_resistance;major_resistance_rejection;orderbook_bid_heavy;short_into_major_support;support_to_resistance_flip;support_to_resistance_retest_confirmed;sweep_incomplete;trend_flip_early_down;upper_liquidity_close,63051.01,63116.99,63364.45,62719.42,62410.92,resolved_negative,sl_first,sl,0.0193,1.2259,,,,,aligned,,,,proxy_only,stop_useful_proxy
manual_operator_trial_evidence.v1,tf_ee43e478cd7efd8777b2bd3d,scn_f7a513997b7d27eb72925ac5,sce_e4833c5e1a7b9e50f6da923c,20260707_090500,20260707_090500:long:counter_scalp,2026-07-07T09:05:00.781940Z,long,counter_scalp,range,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;downside_breakdown_follow_watch;short_at_major_support_wait_only,cvd_bearish_divergence;long_into_major_resistance;major_resistance_rejection;orderbook_bid_heavy;short_into_major_support;support_to_resistance_flip;support_to_resistance_retest_confirmed;sweep_incomplete;trend_flip_early_down;upper_liquidity_close,62721.91,62840.09,62474.45,63179.51,63516.72,resolved_positive,tp1_first,tp1,0.2442,0.7187,,,useful,,too_defensive,,,,proxy_only,P8-ISSUE-001_GLOBAL_STOP_MASKS_SIDE_OPPORTUNITY;high_value_missed_opportunity_proxy;stop_false_alarm_proxy
manual_operator_trial_evidence.v1,tf_a5b8e439dc0f65ef2ca8cefb,scn_3bd9c3fd7469f34b607f6801,sce_2ee42bd270d7f52174844852,20260707_100500,20260707_100500:short:counter_scalp,2026-07-07T10:05:00.170832Z,short,counter_scalp,range,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;long_at_major_resistance_wait_only;upside_breakout_follow_watch,failed_breakout_down_reversal;long_into_major_resistance;lower_liquidity_close;major_resistance_rejection;resistance_to_support_flip;resistance_to_support_retest_confirmed;short_into_major_support;sweep_incomplete;trend_flip_early_down,63167.1,63297.83,63532.91,62841.88,62511.39,resolved_negative,sl_first,sl,0.4808,2.0364,,,,,aligned,,,,proxy_only,P8-ISSUE-001_GLOBAL_STOP_MASKS_SIDE_OPPORTUNITY;stop_useful_proxy
manual_operator_trial_evidence.v1,tf_e70126a59ee37b364852737f,scn_929e77989d9be58382732eec,sce_fb6cf947dc9991f05deb37c0,20260707_100500,20260707_100500:long:limit_retest,2026-07-07T10:05:00.170832Z,long,limit_retest,range,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;long_at_major_resistance_wait_only;upside_breakout_follow_watch,failed_breakout_down_reversal;long_into_major_resistance;lower_liquidity_close;major_resistance_rejection;resistance_to_support_flip;resistance_to_support_retest_confirmed;short_into_major_support;sweep_incomplete;trend_flip_early_down,63203.28,63266.52,62968.2,63581.61,63874.98,resolved_positive,tp1_first,tp1,2.3097,0.5861,,,useful,,too_defensive,,,,proxy_only,high_value_missed_opportunity_proxy;stop_false_alarm_proxy
manual_operator_trial_evidence.v1,tf_5b0e2d05c351fcea003c2957,scn_79755a50a6ed7b5a9d5cd811,sce_2b066674561287e44b357a7f,20260707_120500,20260707_120500:short:counter_scalp,2026-07-07T12:05:00.013666Z,short,counter_scalp,range,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,,breakout_follow_candidate;long_at_major_resistance_wait_only;upside_breakout_follow_watch,long_into_major_resistance;lower_liquidity_close;resistance_to_support_flip;resistance_to_support_retest_confirmed;short_cover_risk;short_into_major_support;sweep_incomplete;trend_flip_confirmed_up,63389.49,63479.62,63704.97,63083.01,62785.55,resolved_positive,tp1_first,tp1,0.9848,0.9166,,,useful,,too_defensive,,,,proxy_only,P8-ISSUE-001_GLOBAL_STOP_MASKS_SIDE_OPPORTUNITY;high_value_missed_opportunity_proxy;stop_false_alarm_proxy
manual_operator_trial_evidence.v1,tf_1a45c1a37b71851bb7125d95,scn_be35bf8500a12c7dc1285e0d,sce_2c48b0bf49f2adeed1a49d12,20260707_120500,20260707_120500:long:limit_retest,2026-07-07T12:05:00.013666Z,long,limit_retest,range,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,,breakout_follow_candidate;long_at_major_resistance_wait_only;upside_breakout_follow_watch,long_into_major_resistance;lower_liquidity_close;resistance_to_support_flip;resistance_to_support_retest_confirmed;short_cover_risk;short_into_major_support;sweep_incomplete;trend_flip_confirmed_up,63203.28,63266.52,62977.93,63568.96,63851.63,resolved_negative,sl_first,sl,0.8592,1.0476,,,,,aligned,,,,proxy_only,stop_useful_proxy
manual_operator_trial_evidence.v1,tf_9ac9d63841ef15dc07528a20,scn_380805f6da6c284a26e79316,sce_60f535b12f0a39ddb7a3fb5f,20260707_130501,20260707_130501:short:limit_retest,2026-07-07T13:05:01.085622Z,short,limit_retest,range,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;downside_breakdown_follow_watch,failed_breakout_down_reversal;long_into_major_resistance;major_resistance_rejection;orderbook_bid_heavy;short_cover_risk;support_to_resistance_flip;support_to_resistance_retest_confirmed;sweep_incomplete;trend_flip_early_down;upper_liquidity_close,63385.95,63483.15,63747.55,63027.65,62683.34,resolved_positive,tp1_first,tp1,1.4388,0.0000,,,useful,,too_defensive,,,,proxy_only,high_value_missed_opportunity_proxy;stop_false_alarm_proxy
manual_operator_trial_evidence.v1,tf_22c33f8f934bebbffcd5c07b,scn_617429fe34aaac9b5cd48a07,sce_49d4242890d4c457ba56353e,20260707_140500,20260707_140500:short:limit_retest,2026-07-07T14:05:00.397678Z,short,limit_retest,range,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,,breakout_follow_candidate;downside_breakdown_follow_watch;short_at_major_support_wait_only,failed_breakout_down_reversal;long_into_major_resistance;major_resistance_rejection;short_into_major_support;support_to_resistance_flip;support_to_resistance_retest_confirmed;sweep_incomplete;trend_flip_early_down,63042.52,63125.48,63436.61,62625.61,62237.75,resolved_negative,sl_first,sl,1.2504,1.4917,,,,,aligned,,,,proxy_only,stop_useful_proxy
manual_operator_trial_evidence.v1,tf_8ed3fce35198583930739fd4,scn_bb034485d77ce6c646baa084,sce_74abe5c857fd514724bc0f06,20260707_160500,20260707_160500:short:counter_scalp,2026-07-07T16:05:00.004139Z,short,counter_scalp,range,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;downside_breakdown_follow_watch;long_at_major_resistance_wait_only;long_invalidated_by_down_break;long_invalidation_watch;upside_breakout_follow_watch,ask_wall_close;failed_breakout_down_reversal;long_into_major_resistance;long_reversal_risk;lower_liquidity_close;major_resistance_rejection;resistance_to_support_flip;resistance_to_support_retest_confirmed;short_into_major_support;sweep_incomplete;trend_flip_confirmed_down,63794.73,64042.07,64463.36,63209.96,62610.51,resolved_positive,tp1_first,tp1,1.3192,0.5754,,,useful,,too_defensive,,,,proxy_only,P8-ISSUE-001_GLOBAL_STOP_MASKS_SIDE_OPPORTUNITY;high_value_missed_opportunity_proxy;stop_false_alarm_proxy
manual_operator_trial_evidence.v1,tf_611610fe3e3dc42d6599dd9f,scn_05fa560d800149e5d5e2cbac,sce_93f2af50871c1d13ef5bae49,20260707_160500,20260707_160500:long:limit_retest,2026-07-07T16:05:00.004139Z,long,limit_retest,range,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;downside_breakdown_follow_watch;long_at_major_resistance_wait_only;long_invalidated_by_down_break;long_invalidation_watch;upside_breakout_follow_watch,ask_wall_close;failed_breakout_down_reversal;long_into_major_resistance;long_reversal_risk;lower_liquidity_close;major_resistance_rejection;resistance_to_support_flip;resistance_to_support_retest_confirmed;short_into_major_support;sweep_incomplete;trend_flip_confirmed_down,63698.83,63811.17,63277.54,64375.69,64900.89,resolved_negative,sl_first,sl,0.9915,1.2043,,,,,aligned,,,,proxy_only,stop_useful_proxy
