schema_version,trial_fact_id,scenario_id,scenario_event_id,signal_id,candidate_id,event_timestamp_utc,side,setup_family,market_regime,operator_class,classifier_method_version,trade_execution_gate,phase1b_lite_gate,opportunity_gate,reason_codes,warning_codes,no_trade_flags,risk_flags,entry_zone_low,entry_zone_high,invalidation_price,tp1_price,tp2_price,outcome_status,intraperiod_outcome,first_exit_reason,mfe_r,mae_r,ohlcv_coverage_status,ohlcv_gap_reason,zone_result,direction_result,comparison_status,actual_episode_id,actual_link_confidence,actual_net_pnl_after_fee,evidence_tier,issue_flags
manual_operator_trial_evidence.v1,tf_6afeb381e73de3a0e72e3d27,scn_094634c160efd081da3ec410,sce_aec8cf882691f44a7bd6576e,20260709_020500,20260709_020500:short:limit_retest,2026-07-09T02:05:00.881660Z,short,limit_retest,transition,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,pass,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;downside_breakdown_follow_watch;short_at_major_support_wait_only,long_flush_exhaustion;long_into_major_resistance;orderbook_bid_heavy;short_into_major_support;support_to_resistance_flip;support_to_resistance_retest_confirmed;sweep_incomplete;trend_flip_early_down,62100.21,62218.79,62517.24,61694.44,61300.93,resolved_negative,sl_first,sl,0.2868,1.2258,,,,,aligned,,,,proxy_only,stop_useful_proxy
manual_operator_trial_evidence.v1,tf_4dc51bba88ae04f373b22f85,scn_f39eedf73832ad088183b813,sce_5e54382ed670a5b419e86abe,20260709_030500,20260709_030500:long:counter_scalp,2026-07-09T03:05:00.310716Z,long,counter_scalp,transition,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,pass,stop_no_trade_flag,,breakout_follow_candidate;downside_breakdown_follow_watch;short_at_major_support_wait_only,bid_wall_close;failed_breakout_up_reversal;long_into_major_resistance;major_support_rejection;short_into_major_support;support_to_resistance_flip;support_to_resistance_retest_confirmed;sweep_incomplete;trend_flip_early_down;upper_liquidity_close,61664.98,61745.82,61361.85,62152.02,62529.93,resolved_positive,tp1_first,tp1,1.3266,0.1301,,,useful,,too_defensive,,,,proxy_only,P8-ISSUE-001_GLOBAL_STOP_MASKS_SIDE_OPPORTUNITY;high_value_missed_opportunity_proxy;stop_false_alarm_proxy
manual_operator_trial_evidence.v1,tf_ab5ac23228a948c24f491323,scn_088a0cfdd3348e950f65a7c3,sce_22b7d0cded814a1375cebe19,20260709_040500,20260709_040500:long:limit_retest,2026-07-09T04:05:00.419249Z,long,limit_retest,transition,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,long_at_major_resistance_wait_only,ask_wall_close;long_into_major_resistance;lower_liquidity_close;major_support_rejection;short_cover_risk;short_into_major_support;sweep_incomplete,61837.67,61969.53,61550.17,62363.06,62751.84,not_entered,not_entered,,,,,,,,unresolved,,,,proxy_only,
manual_operator_trial_evidence.v1,tf_d80aa08607b1ce4747a85732,scn_dbca58a6403eb435eaafe7e6,sce_fa039300b1594ca3b7d3150c,20260709_040500,20260709_040500:short:counter_scalp,2026-07-09T04:05:00.419249Z,short,counter_scalp,transition,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,long_at_major_resistance_wait_only,ask_wall_close;long_into_major_resistance;lower_liquidity_close;major_support_rejection;short_cover_risk;short_into_major_support;sweep_incomplete,62059.67,62217.33,62504.83,61662.27,61259.3,resolved_negative,sl_first,sl,0.0000,1.1661,,,,,aligned,,,,proxy_only,P8-ISSUE-001_GLOBAL_STOP_MASKS_SIDE_OPPORTUNITY;stop_useful_proxy
manual_operator_trial_evidence.v1,tf_5f911c242b14f933cc2b68eb,scn_f4fb7de409fc690560620610,sce_136681be71707ce8dedafee4,20260709_050500,20260709_050500:long:limit_retest,2026-07-09T05:05:00.145843Z,long,limit_retest,transition,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;long_at_major_resistance_wait_only;upside_breakout_follow_watch,ask_wall_close;long_into_major_resistance;resistance_to_support_flip;resistance_to_support_retest_confirmed;short_into_major_support;trend_flip_early_up,62388.04,62536.96,62110.86,62919.64,63384.24,resolved_positive,tp1_first,tp1,1.3889,0.7294,,,useful,,too_defensive,,,,proxy_only,high_value_missed_opportunity_proxy;stop_false_alarm_proxy
manual_operator_trial_evidence.v1,tf_deee739d232792897d0f074f,scn_a6be066ae47d5b047d9d4bea,sce_6ad23231f4d1d02d56d982ed,20260709_050500,20260709_050500:short:counter_scalp,2026-07-09T05:05:00.145843Z,short,counter_scalp,transition,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;long_at_major_resistance_wait_only;upside_breakout_follow_watch,ask_wall_close;long_into_major_resistance;resistance_to_support_flip;resistance_to_support_retest_confirmed;short_into_major_support;trend_flip_early_up,62250.14,62430.36,62707.54,61862.77,61458.74,resolved_negative,sl_first,sl,0.7479,1.1204,,,,,aligned,,,,proxy_only,P8-ISSUE-001_GLOBAL_STOP_MASKS_SIDE_OPPORTUNITY;stop_useful_proxy
manual_operator_trial_evidence.v1,tf_b36e215f9194ee30417db705,scn_a9554287106f03049e580bd6,sce_8474eedc3a2952090a7691da,20260709_060500,20260709_060500:short:counter_scalp,2026-07-09T06:05:00.815165Z,short,counter_scalp,transition,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,pass,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;long_at_major_resistance_wait_only;upside_breakout_follow_watch,ask_wall_close;failed_breakout_up_reversal;long_into_major_resistance;major_support_rejection;resistance_to_support_flip;resistance_to_support_retest_confirmed;short_into_major_support;sweep_incomplete;trend_flip_early_up,62558.37,62660.13,62957.34,62156.73,61773.83,resolved_negative,sl_first,sl,0.2531,1.5150,,,,,aligned,,,,proxy_only,P8-ISSUE-001_GLOBAL_STOP_MASKS_SIDE_OPPORTUNITY;stop_useful_proxy
manual_operator_trial_evidence.v1,tf_b0452e038d73f342e8a07ad8,scn_789eba0ef9dbdebb189f1d1f,sce_073d235131245d0c1e0064d8,20260709_070500,20260709_070500:short:counter_scalp,2026-07-09T07:05:00.864203Z,short,counter_scalp,transition,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;long_at_major_resistance_wait_only;upside_breakout_follow_watch,ask_wall_close;long_into_major_resistance;lower_liquidity_close;orderbook_ask_heavy;resistance_to_support_flip;resistance_to_support_retest_confirmed;short_cover_risk;short_into_major_support;trend_flip_confirmed_up,62870.89,62991.11,63299.45,62452.01,62046.71,resolved_positive,tp1_first,tp1,1.3832,0.8485,,,useful,,too_defensive,,,,proxy_only,P8-ISSUE-001_GLOBAL_STOP_MASKS_SIDE_OPPORTUNITY;high_value_missed_opportunity_proxy;stop_false_alarm_proxy
manual_operator_trial_evidence.v1,tf_cbed5fdf884398818b3c23f2,scn_02eb2f8dbf9c246319af6d31,sce_2ac8e99ca285766e9f281341,20260709_070500,20260709_070500:long:limit_retest,2026-07-09T07:05:00.864203Z,long,limit_retest,transition,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;long_at_major_resistance_wait_only;upside_breakout_follow_watch,ask_wall_close;long_into_major_resistance;lower_liquidity_close;orderbook_ask_heavy;resistance_to_support_flip;resistance_to_support_retest_confirmed;short_cover_risk;short_into_major_support;trend_flip_confirmed_up,62713.79,62796.01,62405.45,63209.19,63593.59,resolved_positive,tp1_first,tp1,1.3999,0.0000,,,useful,,too_defensive,,,,proxy_only,high_value_missed_opportunity_proxy;stop_false_alarm_proxy
manual_operator_trial_evidence.v1,tf_ca2fb435076c4acdce211699,scn_4f63e33b03496f2b7541c22e,sce_4fa0f60a0194ef09553087d5,20260709_080500,20260709_080500:short:limit_retest,2026-07-09T08:05:00.716200Z,short,limit_retest,transition,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;downside_breakdown_follow_watch;short_at_major_support_wait_only,bid_wall_close;cvd_bearish_divergence;failed_breakout_down_reversal;long_into_major_resistance;major_resistance_rejection;orderbook_bid_heavy;short_cover_risk;short_into_major_support;support_to_resistance_flip;support_to_resistance_retest_confirmed;sweep_incomplete;trend_flip_early_down;upper_liquidity_close,62866.62,62995.38,63335.7,62404.9,61959.73,resolved_negative,sl_first,sl,1.2417,1.3516,,,,,aligned,,,,proxy_only,stop_useful_proxy
manual_operator_trial_evidence.v1,tf_b4bf8295a114179064e72483,scn_e2e4ddd9c19b45e2bada0546,sce_b8e0a6be4bddb15e6ed4f9a7,20260709_080500,20260709_080500:long:counter_scalp,2026-07-09T08:05:00.716200Z,long,counter_scalp,transition,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;downside_breakdown_follow_watch;short_at_major_support_wait_only,bid_wall_close;cvd_bearish_divergence;failed_breakout_down_reversal;long_into_major_resistance;major_resistance_rejection;orderbook_bid_heavy;short_cover_risk;short_into_major_support;support_to_resistance_flip;support_to_resistance_retest_confirmed;sweep_incomplete;trend_flip_early_down;upper_liquidity_close,62709.52,62800.28,62369.2,63256.3,63680.57,resolved_positive,tp1_first,tp1,0.8345,0.9019,,,useful,,too_defensive,,,,proxy_only,P8-ISSUE-001_GLOBAL_STOP_MASKS_SIDE_OPPORTUNITY;high_value_missed_opportunity_proxy;stop_false_alarm_proxy
manual_operator_trial_evidence.v1,tf_2759c220c25af4a56d60d24f,scn_92149296e78d0e434b8a6038,sce_ce9768cf52966056eba4f35b,20260709_110500,20260709_110500:long:limit_retest,2026-07-09T11:05:00.902798Z,long,limit_retest,transition,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;long_at_major_resistance_wait_only;upside_breakout_follow_watch,ask_wall_close;failed_breakout_up_reversal;long_flush_exhaustion;long_into_major_resistance;lower_liquidity_close;major_support_rejection;resistance_to_support_flip;resistance_to_support_retest_confirmed;short_into_major_support;sweep_incomplete;trend_flip_early_up,62718.07,62811.33,62441.85,63184.41,63539.54,resolved_negative,sl_first,sl,0.5197,1.0414,,,,,aligned,,,,proxy_only,stop_useful_proxy
manual_operator_trial_evidence.v1,tf_2ce490aa1f4ebd68ee4b489d,scn_774c4a68c3bfbff1b1db1289,sce_159e014bbc9326ab7b32d3b4,20260709_130500,20260709_130500:short:limit_retest,2026-07-09T13:05:00.452154Z,short,limit_retest,transition,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;downside_breakdown_follow_watch;short_at_major_support_wait_only,cvd_bullish_divergence;failed_breakout_up_reversal;long_flush_exhaustion;long_into_major_resistance;major_support_rejection;orderbook_bid_heavy;short_into_major_support;support_to_resistance_flip;support_to_resistance_retest_confirmed;sweep_incomplete;trend_flip_confirmed_down;upper_liquidity_close,62558.71,62659.79,62954.46,62160.48,61780.75,resolved_negative,sl_first,sl,0.3475,1.7547,,,,,aligned,,,,proxy_only,stop_useful_proxy
manual_operator_trial_evidence.v1,tf_22dc2cb9e5414e4b5caa641f,scn_6837175a347a15af320c4340,sce_8664fba7d2e713d04d04908e,20260709_140501,20260709_140501:long:counter_scalp,2026-07-09T14:05:01.040790Z,long,counter_scalp,transition,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;downside_breakdown_follow_watch;short_at_major_support_wait_only,failed_breakout_down_reversal;long_into_major_resistance;major_resistance_rejection;orderbook_bid_heavy;short_into_major_support;support_to_resistance_flip;support_to_resistance_retest_confirmed;sweep_incomplete;trend_flip_confirmed_down;upper_liquidity_close,62595.8,62821.8,62241.05,63316.88,63831.41,resolved_positive,tp1_first,tp1,0.6298,0.6176,,,useful,,too_defensive,,,,proxy_only,P8-ISSUE-001_GLOBAL_STOP_MASKS_SIDE_OPPORTUNITY;high_value_missed_opportunity_proxy;stop_false_alarm_proxy
manual_operator_trial_evidence.v1,tf_7df359aa5549d0fad65b3e63,scn_6808aa34270b349ab4b0b31f,sce_fdf5154742f9afaa8a018e72,20260709_140501,20260709_140501:short:limit_retest,2026-07-09T14:05:01.040790Z,short,limit_retest,transition,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;downside_breakdown_follow_watch;short_at_major_support_wait_only,failed_breakout_down_reversal;long_into_major_resistance;major_resistance_rejection;orderbook_bid_heavy;short_into_major_support;support_to_resistance_flip;support_to_resistance_retest_confirmed;sweep_incomplete;trend_flip_confirmed_down;upper_liquidity_close,62864.7,63114.8,63469.55,62366.0,61838.22,resolved_negative,sl_first,sl,0.9555,1.0176,,,,,aligned,,,,proxy_only,stop_useful_proxy
manual_operator_trial_evidence.v1,tf_eb0e941fbd4d0e0dbfebfc2d,scn_9376af339995ba39e2c46f65,sce_2a14df9b23dab1b07faf8a10,20260709_150500,20260709_150500:long:limit_retest,2026-07-09T15:05:00.867157Z,long,limit_retest,transition,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,downside_breakdown_follow_watch;long_at_major_resistance_wait_only;long_invalidated_by_down_break;long_invalidation_watch,long_flush_exhaustion;long_into_major_resistance;long_reversal_risk;lower_liquidity_close;major_support_rejection;short_into_major_support;support_to_resistance_flip;support_to_resistance_retest_confirmed;sweep_incomplete;trend_flip_early_down,62706.44,62822.96,62343.03,63312.88,63776.72,resolved_positive,tp1_first,tp1,1.6916,0.5535,,,useful,,too_defensive,,,,proxy_only,high_value_missed_opportunity_proxy;stop_false_alarm_proxy
manual_operator_trial_evidence.v1,tf_0e59e1076ffe57b6c2d1dc45,scn_decd81ac45375c3ea684c9a9,sce_746e1022b2be4aa62f6588b3,20260709_150500,20260709_150500:short:counter_scalp,2026-07-09T15:05:00.867157Z,short,counter_scalp,transition,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,downside_breakdown_follow_watch;long_at_major_resistance_wait_only;long_invalidated_by_down_break;long_invalidation_watch,long_flush_exhaustion;long_into_major_resistance;long_reversal_risk;lower_liquidity_close;major_support_rejection;short_into_major_support;support_to_resistance_flip;support_to_resistance_retest_confirmed;sweep_incomplete;trend_flip_early_down,62863.54,63115.96,63479.37,62353.24,61814.65,resolved_negative,sl_first,sl,0.9077,1.9047,,,,,aligned,,,,proxy_only,P8-ISSUE-001_GLOBAL_STOP_MASKS_SIDE_OPPORTUNITY;stop_useful_proxy
manual_operator_trial_evidence.v1,tf_efac9a64d25bec87ecfd3a5c,scn_073007f7df42ccf951c9b3c2,sce_5442260291e7cc032717e085,20260709_180501,20260709_180501:long:limit_retest,2026-07-09T18:05:01.061900Z,long,limit_retest,transition,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;long_at_major_resistance_wait_only;upside_breakout_follow_watch,cvd_bearish_divergence;failed_breakout_down_reversal;long_into_major_resistance;long_reversal_risk;lower_liquidity_close;major_resistance_rejection;orderbook_ask_heavy;resistance_to_support_flip;resistance_to_support_retest_confirmed;short_into_major_support;trend_flip_early_down,63102.47,63278.83,62773.02,63733.57,64192.96,resolved_positive,tp1_first,tp1,1.7680,0.6840,,,useful,,too_defensive,,,,proxy_only,high_value_missed_opportunity_proxy;stop_false_alarm_proxy
manual_operator_trial_evidence.v1,tf_2577fc8eb2b263c07acc7827,scn_19a0dc0070ce54d3950bd92c,sce_39612a40dd17ca5e91032398,20260710_010500,20260710_010500:long:limit_retest,2026-07-10T01:05:00.121994Z,long,limit_retest,transition,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;long_at_major_resistance_wait_only;upside_breakout_follow_watch,failed_breakout_up_reversal;long_flush_exhaustion;long_into_major_resistance;lower_liquidity_close;major_support_rejection;resistance_to_support_flip;resistance_to_support_retest_confirmed;short_into_major_support;sweep_incomplete;trend_flip_early_up,63000.68,63132.55,62765.98,63457.44,63788.13,resolved_positive,tp2_first,tp2,2.8685,0.0000,,,useful,,too_defensive,,,,proxy_only,high_value_missed_opportunity_proxy;stop_false_alarm_proxy
manual_operator_trial_evidence.v1,tf_aa2bdca735a40e8abf417e80,scn_d99888cf490f8479f4771d2a,sce_4e69c44cde4d54292ba51ff7,20260710_010500,20260710_010500:short:counter_scalp,2026-07-10T01:05:00.121994Z,short,counter_scalp,transition,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;long_at_major_resistance_wait_only;upside_breakout_follow_watch,failed_breakout_up_reversal;long_flush_exhaustion;long_into_major_resistance;lower_liquidity_close;major_support_rejection;resistance_to_support_flip;resistance_to_support_retest_confirmed;short_into_major_support;sweep_incomplete;trend_flip_early_up,62998.78,63099.03,63333.73,62678.64,62365.33,not_entered,not_entered,,,,,,,,unresolved,,,,proxy_only,P8-ISSUE-001_GLOBAL_STOP_MASKS_SIDE_OPPORTUNITY
manual_operator_trial_evidence.v1,tf_a01bb11d0e05578bdab0ce18,scn_835ba153f8d5016c4ebe94ef,sce_f1efdd19f76904b4272971ef,20260710_030500,20260710_030500:long:limit_retest,2026-07-10T03:05:00.806668Z,long,limit_retest,transition,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;long_at_major_resistance_wait_only;upside_breakout_follow_watch,failed_breakout_down_reversal;long_into_major_resistance;lower_liquidity_close;major_resistance_rejection;resistance_to_support_flip;resistance_to_support_retest_confirmed;sweep_incomplete;trend_flip_early_down,63197.04,63272.76,62913.06,63653.29,64007.32,not_entered,not_entered,,,,,,,,unresolved,,,,proxy_only,
manual_operator_trial_evidence.v1,tf_f9f4bc10744afcf15205a792,scn_aac18a88610a0c3c694ab028,sce_fd6a67d130d25e1594a25685,20260710_030500,20260710_030500:short:counter_scalp,2026-07-10T03:05:00.806668Z,short,counter_scalp,transition,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;long_at_major_resistance_wait_only;upside_breakout_follow_watch,failed_breakout_down_reversal;long_into_major_resistance;lower_liquidity_close;major_resistance_rejection;resistance_to_support_flip;resistance_to_support_retest_confirmed;sweep_incomplete;trend_flip_early_down,63891.14,64023.76,64307.74,63272.76,63116.75,resolved_negative,sl_first,sl,0.4393,1.1939,,,,,aligned,,,,proxy_only,P8-ISSUE-001_GLOBAL_STOP_MASKS_SIDE_OPPORTUNITY;stop_useful_proxy
manual_operator_trial_evidence.v1,tf_ad29f1722d63653709a0da57,scn_932cb64191723e5d1e30d1e2,sce_9784fce8b7d9633880e080a6,20260710_050500,20260710_050500:long:limit_retest,2026-07-10T05:05:00.144169Z,long,limit_retest,range,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;long_at_major_resistance_wait_only;upside_breakout_follow_watch,failed_breakout_down_reversal;long_into_major_resistance;long_reversal_risk;lower_liquidity_close;major_resistance_rejection;orderbook_ask_heavy;resistance_to_support_flip;resistance_to_support_retest_confirmed;sweep_incomplete;trend_flip_early_down,63754.22,63823.78,63493.34,64173.35,64498.57,resolved_positive,tp1_first,tp1,1.9989,0.0595,,,useful,,too_defensive,,,,proxy_only,high_value_missed_opportunity_proxy;stop_false_alarm_proxy
manual_operator_trial_evidence.v1,tf_f66f7d385c613dcc4428a165,scn_095cb9e22b361f75bdb79266,sce_5661dcc3a9a87736fdcfb050,20260710_090500,20260710_090500:short:counter_scalp,2026-07-10T09:05:00.162776Z,short,counter_scalp,range,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;long_at_major_resistance_wait_only;upside_breakout_follow_watch,long_into_major_resistance;lower_liquidity_close;orderbook_ask_heavy;resistance_to_support_flip;resistance_to_support_retest_confirmed;sweep_incomplete;trend_flip_confirmed_up,64115.93,64260.51,64492.79,63792.29,63266.52,resolved_negative,sl_first,sl,0.1409,1.3122,,,,,aligned,,,,proxy_only,P8-ISSUE-001_GLOBAL_STOP_MASKS_SIDE_OPPORTUNITY;stop_useful_proxy
manual_operator_trial_evidence.v1,tf_5bee0cae3095a204e1ba97f1,scn_8dc05be728dbf10179d3cd2e,sce_5e62acde81b378e04bad29d1,20260710_090500,20260710_090500:long:limit_retest,2026-07-10T09:05:00.162776Z,long,limit_retest,range,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;long_at_major_resistance_wait_only;upside_breakout_follow_watch,long_into_major_resistance;lower_liquidity_close;orderbook_ask_heavy;resistance_to_support_flip;resistance_to_support_retest_confirmed;sweep_incomplete;trend_flip_confirmed_up,63883.54,63947.46,63651.26,64259.01,64549.66,resolved_positive,tp1_first,tp1,1.4831,0.5389,,,useful,,too_defensive,,,,proxy_only,high_value_missed_opportunity_proxy;stop_false_alarm_proxy
manual_operator_trial_evidence.v1,tf_eceb9a8b0f289d13d1cf2ca1,scn_5b95ff2c2da4699ca39dcf74,sce_769f31ef012b42757cd064d5,20260710_120500,20260710_120500:short:counter_scalp,2026-07-10T12:05:00.332840Z,short,counter_scalp,range,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;long_at_major_resistance_wait_only;upside_breakout_follow_watch,cvd_bearish_divergence;failed_breakout_down_reversal;long_into_major_resistance;long_reversal_risk;lower_liquidity_close;major_resistance_rejection;orderbook_ask_heavy;resistance_to_support_flip;resistance_to_support_retest_confirmed;sweep_incomplete;trend_flip_early_down,64347.81,64412.19,64611.03,64079.66,63825.53,resolved_negative,sl_first,sl,1.2253,1.3096,,,,,aligned,,,,proxy_only,P8-ISSUE-001_GLOBAL_STOP_MASKS_SIDE_OPPORTUNITY;stop_useful_proxy
manual_operator_trial_evidence.v1,tf_e4d5becda37c7897246b2ff6,scn_95c3dcf09aad5f58fd563e66,sce_b33816ccf778523de6842f78,20260710_140501,20260710_140501:long:limit_retest,2026-07-10T14:05:01.000450Z,long,limit_retest,range,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;long_at_major_resistance_wait_only;upside_breakout_follow_watch,failed_breakout_down_reversal;long_into_major_resistance;lower_liquidity_close;major_resistance_rejection;resistance_to_support_flip;resistance_to_support_retest_confirmed;short_into_major_support;sweep_incomplete;trend_flip_early_down,64211.77,64330.73,63965.57,64668.64,65004.89,resolved_negative,sl_first,sl,0.0000,1.0902,,,,,aligned,,,,proxy_only,stop_useful_proxy
manual_operator_trial_evidence.v1,tf_b02d8215f98593f15adb8879,scn_f43445074c1d900d02e02a06,sce_edd5207d19cd8c2dfd2317b0,20260710_140501,20260710_140501:short:counter_scalp,2026-07-10T14:05:01.000450Z,short,counter_scalp,range,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;long_at_major_resistance_wait_only;upside_breakout_follow_watch,failed_breakout_down_reversal;long_into_major_resistance;lower_liquidity_close;major_resistance_rejection;resistance_to_support_flip;resistance_to_support_retest_confirmed;short_into_major_support;sweep_incomplete;trend_flip_early_down,64347.17,64505.53,64751.73,64003.35,63645.43,not_entered,not_entered,,,,,,,,unresolved,,,,proxy_only,P8-ISSUE-001_GLOBAL_STOP_MASKS_SIDE_OPPORTUNITY
manual_operator_trial_evidence.v1,tf_d5c3615924249bd231b8aac8,scn_5c84d759283b2c1bb4c2e1ce,sce_0715c06ea33c25ad14fa7025,20260710_150500,20260710_150500:long:counter_scalp,2026-07-10T15:05:00.672704Z,long,counter_scalp,range,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;downside_breakdown_follow_watch;short_at_major_support_wait_only,cvd_bullish_divergence;failed_breakout_down_reversal;long_flush_exhaustion;long_into_major_resistance;major_resistance_rejection;orderbook_bid_heavy;short_into_major_support;support_to_resistance_flip;support_to_resistance_retest_confirmed;sweep_incomplete;trend_flip_early_down;upper_liquidity_close,63873.12,63957.88,63555.3,64383.76,64779.98,resolved_positive,tp1_first,tp1,1.6005,0.8056,,,useful,,too_defensive,,,,proxy_only,P8-ISSUE-001_GLOBAL_STOP_MASKS_SIDE_OPPORTUNITY;high_value_missed_opportunity_proxy;stop_false_alarm_proxy
manual_operator_trial_evidence.v1,tf_4550219950569c9438b56890,scn_62589e5e6fa4f9d36571c6db,sce_3c540e1007c766a594328dcd,20260710_150500,20260710_150500:short:limit_retest,2026-07-10T15:05:00.672704Z,short,limit_retest,range,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,breakout_follow_candidate;downside_breakdown_follow_watch;short_at_major_support_wait_only,cvd_bullish_divergence;failed_breakout_down_reversal;long_flush_exhaustion;long_into_major_resistance;major_resistance_rejection;orderbook_bid_heavy;short_into_major_support;support_to_resistance_flip;support_to_resistance_retest_confirmed;sweep_incomplete;trend_flip_early_down;upper_liquidity_close,63886.62,64064.38,64382.2,63446.79,62999.42,resolved_negative,sl_first,sl,0.8721,1.1210,,,,,aligned,,,,proxy_only,stop_useful_proxy
manual_operator_trial_evidence.v1,tf_97e794bad5caf2b2636c587d,scn_75aa5d839582088077ea85c0,sce_a807bf2b94f713f14c221c80,20260710_170500,20260710_170500:long:limit_retest,2026-07-10T17:05:00.990693Z,long,limit_retest,range,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,downside_breakdown_follow_watch;long_at_major_resistance_wait_only;long_invalidated_by_down_break;long_invalidation_watch,ask_wall_close;cvd_bearish_divergence;failed_breakout_up_reversal;long_into_major_resistance;lower_liquidity_close;major_support_rejection;orderbook_ask_heavy;short_into_major_support;support_to_resistance_flip;support_to_resistance_retest_confirmed;sweep_incomplete;trend_flip_early_down,64028.95,64169.75,63718.09,64594.99,65014.37,resolved_negative,sl_first,sl,0.0000,1.2552,,,,,aligned,,,,proxy_only,stop_useful_proxy
manual_operator_trial_evidence.v1,tf_17a7ea244b1fb93ddd75112c,scn_954501bb90173ae7f866577c,sce_3ecb44219757721b03111617,20260710_210500,20260710_210500:long:limit_retest,2026-07-10T21:05:00.688162Z,long,limit_retest,range,STOP_OR_EXIT,manual_operator_classifier.v1,blocked,blocked,blocked,stop_no_trade_flag,critical_zone_warning,downside_breakdown_follow_watch;long_at_major_resistance_wait_only;long_invalidated_by_down_break;long_invalidation_watch,ask_wall_close;long_into_major_resistance;long_reversal_risk;lower_liquidity_close;short_into_major_support;support_to_resistance_flip;support_to_resistance_retest_confirmed;sweep_incomplete;trend_flip_early_down,63687.91,63835.39,63442.72,64176.26,64527.08,resolved_positive,tp1_first,tp1,2.0943,0.0000,,,useful,,too_defensive,,,,proxy_only,high_value_missed_opportunity_proxy;stop_false_alarm_proxy
