candidate_id,signal_id,timestamp_jst,candidate_type,active_primary_action,side,entry_mode,entry_price,stop_price,tp1_price,tp2_price,outcome,entry_reached_time,first_exit_time,first_exit_reason,mfe_price,mae_price,mfe_r,mae_r,notes,source_signal_id,candidate_status,entry_zone_low,entry_zone_high,stop_loss,tp1,tp2,rr_current_tp1,rr_current_tp2,rr_zone_mid_tp1,rr_zone_mid_tp2,market_entry_status,limit_entry_status,counter_scalp_status,breakout_status,active_subject_label,active_headline,next_condition
20260707_120500:short:counter_scalp,20260707_120500,2026-07-07T21:05:00.013666+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,conditional,63377.8,63704.97,63083.01,62785.55,tp1_first,2026-07-07T21:30:00+09:00,2026-07-07T22:15:00+09:00,tp1,322.20,299.90,0.9848,0.9166,,20260707_120500,conditional,63389.49,63479.62,63704.97,63083.01,62785.55,0.9,1.81,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,389-63,480 へ戻り、15分足で再失速するなら候補"
20260707_130501:short:limit_retest,20260707_130501,2026-07-07T22:05:01.085622+09:00,limit_retest,ACTIVE_LIMIT_RETEST,short,limit,63434.55,63747.55,63027.65,62683.34,tp1_first,2026-07-07T22:45:00+09:00,2026-07-07T22:45:00+09:00,tp1,450.35,0.00,1.4388,0.0000,,20260707_130501,allowed,63385.95,63483.15,63747.55,63027.65,62683.34,1.43,2.6,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち,下方向優勢。ただし成行ショート不可。戻り売り待ち。,"63,386-63,483 へ戻り、15分足で再失速するなら候補"
20260707_140500:long:counter_scalp,20260707_140500,2026-07-07T23:05:00.397678+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,conditional,63023.2,62609.79,63420.79,63809.42,tp1_first,2026-07-07T23:15:00+09:00,2026-07-07T23:45:00+09:00,tp1,586.80,380.10,1.4194,0.9194,,20260707_140500,conditional,62920.92,63003.88,62609.79,63420.79,63809.42,0.96,1.9,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,921-63,004 へ押し、15分足で反発継続なら候補"
20260707_140500:short:limit_retest,20260707_140500,2026-07-07T23:05:00.397678+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,limit,63084.0,63436.61,62625.61,62237.75,sl_first,2026-07-07T23:15:00+09:00,2026-07-07T23:45:00+09:00,sl,440.90,526.00,1.2504,1.4917,,20260707_140500,allowed,63042.52,63125.48,63436.61,62625.61,62237.75,0.96,1.9,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"63,043-63,125 へ戻り、15分足で再失速するなら候補"
20260707_160500:long:limit_retest,20260707_160500,2026-07-08T01:05:00.004139+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,limit,63755.0,63277.54,64375.69,64900.89,sl_first,2026-07-08T01:15:00+09:00,2026-07-08T07:00:00+09:00,sl,473.40,575.00,0.9915,1.2043,,20260707_160500,allowed,63698.83,63811.17,63277.54,64375.69,64900.89,0.74,1.57,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,699-63,811 へ押し、15分足で反発継続なら候補"
20260707_160500:short:counter_scalp,20260707_160500,2026-07-08T01:05:00.004139+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,conditional,63910.0,64463.36,63209.96,62610.51,tp1_first,2026-07-08T01:15:00+09:00,2026-07-08T07:00:00+09:00,tp1,730.00,318.40,1.3192,0.5754,,20260707_160500,conditional,63794.73,64042.07,64463.36,63209.96,62610.51,1.27,2.35,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,795-64,042 へ戻り、15分足で再失速するなら候補"
20260707_170500:long:limit_retest,20260707_170500,2026-07-08T02:05:00.834327+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,limit,63986.1,63528.70,64580.72,65083.85,sl_first,2026-07-08T02:15:00+09:00,2026-07-08T04:00:00+09:00,sl,224.90,485.10,0.4917,1.0606,,20260707_170500,allowed,63932.29,64039.91,63528.7,64580.72,65083.85,1.43,2.59,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,932-64,040 へ押し、15分足で反発継続なら候補"
20260707_170500:short:counter_scalp,20260707_170500,2026-07-08T02:05:00.834327+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,conditional,63962.4,64443.30,63236.03,62658.65,tp1_first,2026-07-08T02:15:00+09:00,2026-07-08T07:00:00+09:00,tp1,782.40,248.60,1.6269,0.5169,,20260707_170500,conditional,63797.09,64039.71,64443.3,63236.03,62658.65,1.51,2.71,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,797-64,040 へ戻り、15分足で再失速するなら候補"
20260707_180500:long:limit_retest,20260707_180500,2026-07-08T03:05:00.027127+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,limit,63986.1,63571.04,64525.68,64982.26,sl_first,2026-07-08T03:15:00+09:00,2026-07-08T04:00:00+09:00,sl,141.00,485.10,0.3397,1.1687,,20260707_180500,allowed,63937.27,64034.93,63571.04,64525.68,64982.26,0.61,1.38,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,937-64,035 へ押し、15分足で反発継続なら候補"
20260707_180500:short:counter_scalp,20260707_180500,2026-07-08T03:05:00.027127+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,conditional,64164.7,64738.06,63674.63,63166.02,not_entered,,,,,,,,,20260707_180500,conditional,64179.57,64371.83,64738.06,63674.63,63166.02,0.85,1.74,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"64,180-64,372 へ戻り、15分足で再失速するなら候補"
20260707_190500:long:counter_scalp,20260707_190500,2026-07-08T04:05:00.610803+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,conditional,63654.2,63144.11,64182.77,64679.52,sl_first,2026-07-08T04:15:00+09:00,2026-07-08T10:30:00+09:00,sl,220.40,767.60,0.4321,1.5048,,20260707_190500,conditional,63514.16,63677.24,63144.11,64182.77,64679.52,1.04,2.01,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"63,514-63,677 へ押し、15分足で反発継続なら候補"
20260707_190500:short:limit_retest,20260707_190500,2026-07-08T04:05:00.610803+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,limit,63918.4,64405.29,63285.44,62749.86,tp1_first,2026-07-08T04:45:00+09:00,2026-07-08T07:00:00+09:00,tp1,738.40,0.00,1.5166,0.0000,,20260707_190500,allowed,63801.56,64035.24,64405.29,63285.44,62749.86,0.49,1.2,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"63,802-64,035 へ戻り、15分足で再失速するなら候補"
20260707_200500:long:counter_scalp,20260707_200500,2026-07-08T05:05:00.882455+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,conditional,63791.8,63347.33,64415.16,64925.86,sl_first,2026-07-08T05:15:00+09:00,2026-07-08T06:30:00+09:00,sl,48.20,502.70,0.1084,1.1310,,20260707_200500,conditional,63707.04,63916.16,63347.33,64415.16,64925.86,1.4,2.55,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"63,707-63,916 へ押し、15分足で反発継続なら候補"
20260707_200500:short:limit_retest,20260707_200500,2026-07-08T05:05:00.882455+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,limit,63918.4,64393.57,63300.67,62777.98,tp1_first,2026-07-08T06:00:00+09:00,2026-07-08T06:30:00+09:00,tp1,629.30,0.00,1.3244,0.0000,,20260707_200500,allowed,63802.94,64033.86,64393.57,63300.67,62777.98,0.82,1.68,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"63,803-64,034 へ戻り、15分足で再失速するなら候補"
20260707_210500:long:counter_scalp,20260707_210500,2026-07-08T06:05:00.045596+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,conditional,63668.4,63203.10,64032.01,64428.45,sl_first,2026-07-08T06:15:00+09:00,2026-07-08T07:00:00+09:00,sl,86.60,488.40,0.1861,1.0496,,20260707_210500,conditional,63521.1,63605.9,63203.1,64032.01,64428.45,0.78,1.63,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"63,521-63,606 へ押し、15分足で反発継続なら候補"
20260707_210500:short:limit_retest,20260707_210500,2026-07-08T06:05:00.045596+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,limit,63918.4,64346.30,63362.14,62891.45,not_entered,,,,,,,,,20260707_210500,allowed,63808.5,64028.3,64346.3,63362.14,62891.45,0.45,1.15,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"63,808-64,028 へ戻り、15分足で再失速するなら候補"
20260707_220500:long:counter_scalp,20260707_220500,2026-07-08T07:05:00.055881+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,conditional,63397.7,62984.30,63833.01,64238.91,sl_first,2026-07-08T07:15:00+09:00,2026-07-08T10:30:00+09:00,sl,344.10,511.10,0.8324,1.2363,,20260707_220500,conditional,63309.89,63396.71,62984.3,63833.01,64238.91,1.05,2.03,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"63,310-63,397 へ押し、15分足で反発継続なら候補"
20260707_220500:short:limit_retest,20260707_220500,2026-07-08T07:05:00.055881+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,limit,63417.95,63816.90,62899.31,62460.46,tp1_first,2026-07-08T07:15:00+09:00,2026-07-08T10:30:00+09:00,tp1,531.35,323.85,1.3319,0.8118,,20260707_220500,allowed,63344.59,63491.31,63816.9,62899.31,62460.46,1.19,2.24,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"63,345-63,491 へ戻り、15分足で再失速するなら候補"
20260708_000500:long:counter_scalp,20260708_000500,2026-07-08T09:05:00.677297+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,conditional,63331.7,63024.18,63781.16,64143.19,sl_first,2026-07-08T09:15:00+09:00,2026-07-08T10:30:00+09:00,sl,410.10,445.10,1.3336,1.4474,,20260708_000500,conditional,63314.58,63392.02,63024.18,63781.16,64143.19,1.46,2.64,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"63,315-63,392 へ押し、15分足で反発継続なら候補"
20260708_000500:short:limit_retest,20260708_000500,2026-07-08T09:05:00.677297+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,limit,63417.95,63777.02,62951.16,62556.18,tp1_first,2026-07-08T09:15:00+09:00,2026-07-08T10:30:00+09:00,tp1,531.35,323.85,1.4798,0.9019,,20260708_000500,allowed,63349.28,63486.62,63777.02,62951.16,62556.18,0.85,1.74,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"63,349-63,487 へ戻り、15分足で再失速するなら候補"
20260708_020501:long:counter_scalp,20260708_020501,2026-07-08T11:05:01.009613+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,conditional,63003.7,62582.29,63456.55,63874.68,sl_first,2026-07-08T11:15:00+09:00,2026-07-08T11:30:00+09:00,sl,0.00,503.70,0.0000,1.1953,,20260708_020501,conditional,62917.68,63007.12,62582.29,63456.55,63874.68,1.07,2.07,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,918-63,007 へ押し、15分足で反発継続なら候補"
20260708_020501:short:limit_retest,20260708_020501,2026-07-08T11:05:01.009613+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,limit,63084.0,63464.11,62589.85,62171.72,tp1_first,2026-07-08T12:00:00+09:00,2026-07-08T14:30:00+09:00,tp1,498.90,0.00,1.3125,0.0000,,20260708_020501,allowed,63039.28,63128.72,63464.11,62589.85,62171.72,0.9,1.81,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"63,039-63,129 へ戻り、15分足で再失速するなら候補"
20260708_030500:long:counter_scalp,20260708_030500,2026-07-08T12:05:00.818311+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,conditional,62949.7,62568.07,63475.03,63908.79,sl_first,2026-07-08T12:15:00+09:00,2026-07-08T14:45:00+09:00,sl,86.50,429.30,0.2267,1.1249,,20260708_030500,conditional,62916.01,63008.79,62568.07,63475.03,63908.79,1.38,2.51,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,916-63,009 へ押し、15分足で反発継続なら候補"
20260708_030500:short:limit_retest,20260708_030500,2026-07-08T12:05:00.818311+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,limit,62903.0,63344.33,62329.27,61843.81,tp1_first,2026-07-08T12:15:00+09:00,2026-07-08T17:15:00+09:00,tp1,852.20,133.20,1.9310,0.3018,,20260708_030500,allowed,62809.61,62996.39,63344.33,62329.27,61843.81,1.57,2.8,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,810-62,996 へ戻り、15分足で再失速するなら候補"
20260708_040500:long:counter_scalp,20260708_040500,2026-07-08T13:05:00.138485+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,conditional,62740.0,62393.05,63225.31,63623.34,sl_first,2026-07-08T13:15:00+09:00,2026-07-08T17:15:00+09:00,sl,172.00,689.20,0.4957,1.9865,,20260708_040500,conditional,62712.33,62797.47,62393.05,63225.31,63623.34,1.4,2.55,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,712-62,797 へ押し、15分足で反発継続なら候補"
20260708_040500:short:limit_retest,20260708_040500,2026-07-08T13:05:00.138485+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,limit,62903.0,63311.85,62371.49,61921.76,tp1_first,2026-07-08T13:15:00+09:00,2026-07-08T17:15:00+09:00,tp1,852.20,9.00,2.0844,0.0220,,20260708_040500,allowed,62813.43,62992.57,63311.85,62371.49,61921.76,0.64,1.43,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,813-62,993 へ戻り、15分足で再失速するなら候補"
20260708_050500:long:counter_scalp,20260708_050500,2026-07-08T14:05:00.665514+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,conditional,62769.3,62423.94,63185.15,63549.21,sl_first,2026-07-08T14:15:00+09:00,2026-07-08T17:15:00+09:00,sl,142.70,718.50,0.4132,2.0804,,20260708_050500,conditional,62715.96,62793.84,62423.94,63185.15,63549.21,1.2,2.26,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,716-62,794 へ押し、15分足で反発継続なら候補"
20260708_050500:short:limit_retest,20260708_050500,2026-07-08T14:05:00.665514+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,limit,62903.0,63280.96,62411.65,61995.89,tp1_first,2026-07-08T14:15:00+09:00,2026-07-08T17:15:00+09:00,tp1,852.20,9.00,2.2547,0.0238,,20260708_050500,allowed,62817.06,62988.94,63280.96,62411.65,61995.89,0.7,1.51,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,817-62,989 へ戻り、15分足で再失速するなら候補"
20260708_060500:long:counter_scalp,20260708_060500,2026-07-08T15:05:00.098843+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,conditional,62613.8,62334.56,63070.53,63422.52,sl_first,2026-07-08T15:15:00+09:00,2026-07-08T17:15:00+09:00,sl,298.20,563.00,1.0679,2.0162,,20260708_060500,conditional,62606.8,62702.3,62334.56,63070.53,63422.52,1.64,2.9,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,607-62,702 へ押し、15分足で反発継続なら候補"
20260708_060500:short:limit_retest,20260708_060500,2026-07-08T15:05:00.098843+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,limit,62903.0,63258.54,62440.80,62049.71,tp1_first,2026-07-08T16:30:00+09:00,2026-07-08T17:15:00+09:00,tp1,852.20,9.00,2.3969,0.0253,,20260708_060500,allowed,62819.7,62986.3,63258.54,62440.8,62049.71,0.27,0.87,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,820-62,986 へ戻り、15分足で再失速するなら候補"
20260708_070500:long:counter_scalp,20260708_070500,2026-07-08T16:05:00.931946+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,conditional,62628.4,62336.79,63067.63,63417.16,sl_first,2026-07-08T16:15:00+09:00,2026-07-08T17:15:00+09:00,sl,283.60,577.60,0.9725,1.9807,,20260708_070500,conditional,62607.06,62702.04,62336.79,63067.63,63417.16,1.51,2.7,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,607-62,702 へ押し、15分足で反発継続なら候補"
20260708_070500:short:limit_retest,20260708_070500,2026-07-08T16:05:00.931946+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,limit,62903.0,63256.31,62443.70,62055.07,tp2_first,2026-07-08T16:30:00+09:00,2026-07-08T17:15:00+09:00,tp2,852.20,9.00,2.4120,0.0255,,20260708_070500,allowed,62819.96,62986.04,63256.31,62443.7,62055.07,0.29,0.91,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,820-62,986 へ戻り、15分足で再失速するなら候補"
20260708_080500:long:counter_scalp,20260708_080500,2026-07-08T17:05:00.532514+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,conditional,62854.1,62465.63,63130.95,63449.14,sl_first,2026-07-08T17:15:00+09:00,2026-07-08T17:15:00+09:00,sl,0.00,803.30,0.0000,2.0679,,20260708_080500,conditional,62720.87,62788.93,62465.63,63130.95,63449.14,0.71,1.53,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,721-62,789 へ押し、15分足で反発継続なら候補"
20260708_080500:short:limit_retest,20260708_080500,2026-07-08T17:05:00.532514+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,limit,62903.0,63239.27,62465.85,62095.96,tp2_first,2026-07-08T17:15:00+09:00,2026-07-08T17:15:00+09:00,tp2,852.20,0.00,2.5343,0.0000,,20260708_080500,allowed,62821.97,62984.03,63239.27,62465.85,62095.96,1.01,1.97,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,822-62,984 へ戻り、15分足で再失速するなら候補"
20260708_090500:long:counter_scalp,20260708_090500,2026-07-08T18:05:00.945529+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,conditional,61989.8,61493.32,62382.68,62810.51,tp1_first,2026-07-08T18:15:00+09:00,2026-07-08T21:00:00+09:00,tp1,403.60,284.40,0.8129,0.5728,,20260708_090500,conditional,61834.51,61925.49,61493.32,62382.68,62810.51,0.79,1.65,1.3,2.41,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"61,835-61,925 へ押し、15分足で反発継続なら候補"
20260708_090500:short:limit_retest,20260708_090500,2026-07-08T18:05:00.945529+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,limit,62179.0,62565.68,61676.32,61250.98,tp1_first,2026-07-08T18:30:00+09:00,2026-07-08T22:45:00+09:00,tp1,562.20,214.40,1.4539,0.5545,,20260708_090500,allowed,62133.51,62224.49,62565.68,61676.32,61250.98,0.54,1.28,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,134-62,224 へ戻り、15分足で再失速するなら候補"
20260708_100500:long:counter_scalp,20260708_100500,2026-07-08T19:05:00.822235+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,conditional,62031.8,61453.78,62368.88,62812.53,tp1_first,2026-07-08T22:00:00+09:00,2026-07-09T02:30:00+09:00,tp1,341.20,506.90,0.5903,0.8770,,20260708_100500,conditional,61779.83,61923.47,61453.78,62368.88,62812.53,0.58,1.35,1.3,2.42,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"61,780-61,923 へ押し、15分足で反発継続なら候補"
20260708_100500:short:limit_retest,20260708_100500,2026-07-08T19:05:00.822235+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,limit,62179.0,62548.52,61698.62,61292.15,tp1_first,2026-07-08T19:30:00+09:00,2026-07-08T22:45:00+09:00,tp1,562.20,214.40,1.5214,0.5802,,20260708_100500,allowed,62135.53,62222.47,62548.52,61698.62,61292.15,0.64,1.43,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,136-62,222 へ戻り、15分足で再失速するなら候補"
20260708_110500:short:market,20260708_110500,2026-07-08T20:05:00.057062+09:00,market,ACTIVE_MARKET_SMALL,short,market,62149.9,62511.10,61702.42,61315.66,tp1_first,2026-07-08T20:15:00+09:00,2026-07-08T22:45:00+09:00,tp1,533.10,243.50,1.4759,0.6741,,20260708_110500,allowed,62100.93,62218.07,62511.1,61702.42,61315.66,1.24,2.31,1.3,2.4,allowed,allowed,blocked,blocked,小ロット成行ショート候補,下方向優勢。成行ショート可。戻り売り待ち。,"62,101-62,218 へ戻り、15分足で再失速するなら候補"
20260708_120500:long:counter_scalp,20260708_120500,2026-07-08T21:05:00.728373+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,conditional,62269.9,61954.77,62818.22,63046.62,sl_first,2026-07-08T21:15:00+09:00,2026-07-08T21:45:00+09:00,sl,71.60,336.10,0.2272,1.0665,,20260708_120500,conditional,62238.12,62313.68,61954.77,62818.22,63046.62,1.74,2.46,1.69,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,238-62,314 へ押し、15分足で反発継続なら候補"
20260708_120500:short:limit_retest,20260708_120500,2026-07-08T21:05:00.728373+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,limit,62903.0,63271.13,62424.43,62019.48,timeout,2026-07-09T15:15:00+09:00,2026-07-09T21:05:00.728373+09:00,timeout,436.30,341.10,1.1852,0.9266,,20260708_120500,allowed,62818.22,62987.78,63271.13,62424.43,62019.48,,0.25,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,818-62,988 へ戻り、15分足で再失速するなら候補"
20260708_130500:long:counter_scalp,20260708_130500,2026-07-08T22:05:00.945839+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,conditional,61933.8,61499.97,62308.83,62695.68,tp1_first,2026-07-08T22:15:00+09:00,2026-07-09T02:30:00+09:00,tp1,439.20,408.90,1.0124,0.9425,,20260708_130500,conditional,61785.26,61918.04,61499.97,62308.83,62695.68,0.86,1.76,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"61,785-61,918 へ押し、15分足で反発継続なら候補"
20260708_130500:short:limit_retest,20260708_130500,2026-07-08T22:05:00.945839+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,limit,62159.5,62502.33,61713.82,61336.71,tp1_first,2026-07-08T23:00:00+09:00,2026-07-08T23:45:00+09:00,tp1,472.40,0.00,1.3779,0.0000,,20260708_130500,allowed,62101.96,62217.04,62502.33,61713.82,61336.71,0.39,1.05,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,102-62,217 へ戻り、15分足で再失速するなら候補"
