candidate_id,signal_id,timestamp_jst,candidate_type,active_primary_action,side,entry_mode,entry_price,stop_price,tp1_price,tp2_price,outcome,entry_reached_time,first_exit_time,first_exit_reason,mfe_price,mae_price,mfe_r,mae_r,notes,source_signal_id,candidate_status,entry_zone_low,entry_zone_high,stop_loss,tp1,tp2,rr_current_tp1,rr_current_tp2,rr_zone_mid_tp1,rr_zone_mid_tp2,market_entry_status,limit_entry_status,counter_scalp_status,breakout_status,active_subject_label,active_headline,next_condition
20260707_050500:long:counter_scalp,20260707_050500,2026-07-07T14:05:00.501045+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,conditional,63069.0,62504.81,63261.03,63622.70,tp1_first,2026-07-07T14:15:00+09:00,2026-07-07T15:45:00+09:00,tp1,304.30,285.50,0.5394,0.5060,,20260707_050500,conditional,62771.54,62895.66,62504.81,63261.03,63622.7,0.34,0.98,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,772-62,896 へ押し、15分足で反発継続なら候補"
20260707_050500:short:limit_retest,20260707_050500,2026-07-07T14:05:00.501045+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,limit,63084.0,63386.29,62691.02,62358.50,sl_first,2026-07-07T14:30:00+09:00,2026-07-07T16:00:00+09:00,sl,171.10,337.20,0.5660,1.1155,,20260707_050500,allowed,63048.44,63119.56,63386.29,62691.02,62358.5,1.19,2.24,1.3,2.4,blocked,allowed,blocked,watch,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"63,048-63,120 へ戻り、15分足で再失速するなら候補"
20260707_060500:long:counter_scalp,20260707_060500,2026-07-07T15:05:00.706209+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,conditional,63095.1,62794.03,63570.67,63942.11,tp1_first,2026-07-07T15:15:00+09:00,2026-07-07T21:00:00+09:00,tp1,755.80,132.70,2.5104,0.4408,,20260707_060500,conditional,63079.0,63184.4,62794.03,63570.67,63942.11,1.58,2.81,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"63,079-63,184 へ押し、15分足で反発継続なら候補"
20260707_060500:short:limit_retest,20260707_060500,2026-07-07T15:05:00.706209+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,limit,63084.0,63406.97,62664.14,62308.87,sl_first,2026-07-07T15:15:00+09:00,2026-07-07T16:00:00+09:00,sl,73.00,337.20,0.2260,1.0441,,20260707_060500,allowed,63046.0,63122.0,63406.97,62664.14,62308.87,1.38,2.52,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"63,046-63,122 へ戻り、15分足で再失速するなら候補"
20260707_090500:long:counter_scalp,20260707_090500,2026-07-07T18:05:00.781940+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,conditional,63074.0,62474.45,63179.51,63516.72,tp1_first,2026-07-07T23:30:00+09:00,2026-07-07T23:30:00+09:00,tp1,146.40,430.90,0.2442,0.7187,,20260707_090500,conditional,62721.91,62840.09,62474.45,63179.51,63516.72,0.18,0.74,1.3,2.4,blocked,allowed,conditional,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"62,722-62,840 へ押し、15分足で反発継続なら候補"
20260707_090500:short:limit_retest,20260707_090500,2026-07-07T18:05:00.781940+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,limit,63084.0,63364.45,62719.42,62410.92,sl_first,2026-07-07T20:00:00+09:00,2026-07-07T20:45:00+09:00,sl,5.40,343.80,0.0193,1.2259,,20260707_090500,allowed,63051.01,63116.99,63364.45,62719.42,62410.92,1.22,2.28,1.3,2.4,blocked,allowed,blocked,blocked,戻り売り待ち・短期反発注意,下方向優勢。ただし成行ショート不可。戻り売り待ち。現値は短期反発帯。,"63,051-63,117 へ戻り、15分足で再失速するなら候補"
20260707_100500:long:limit_retest,20260707_100500,2026-07-07T19:05:00.170832+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,limit,63234.9,62968.20,63581.61,63874.98,tp1_first,2026-07-07T19:30:00+09:00,2026-07-07T21:00:00+09:00,tp1,616.00,156.30,2.3097,0.5861,,20260707_100500,allowed,63203.28,63266.52,62968.2,63581.61,63874.98,1.38,2.52,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,203-63,267 へ押し、15分足で反発継続なら候補"
20260707_100500:short:counter_scalp,20260707_100500,2026-07-07T19:05:00.170832+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,conditional,63226.1,63532.91,62841.88,62511.39,sl_first,2026-07-07T19:15:00+09:00,2026-07-07T21:00:00+09:00,sl,147.50,624.80,0.4808,2.0364,,20260707_100500,conditional,63167.1,63297.83,63532.91,62841.88,62511.39,1.25,2.33,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,167-63,298 へ戻り、15分足で再失速するなら候補"
20260707_110500:long:limit_retest,20260707_110500,2026-07-07T20:05:00.969186+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,limit,63234.9,62981.23,63564.67,63843.70,tp2_first,2026-07-07T20:15:00+09:00,2026-07-07T21:00:00+09:00,tp2,616.00,141.20,2.4284,0.5566,,20260707_110500,allowed,63203.28,63266.52,62981.23,63564.67,63843.7,1.1,2.11,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,203-63,267 へ押し、15分足で反発継続なら候補"
20260707_110500:short:counter_scalp,20260707_110500,2026-07-07T20:05:00.969186+09:00,counter_scalp,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,short,conditional,63258.7,63519.88,62858.83,62542.68,sl_first,2026-07-07T20:15:00+09:00,2026-07-07T21:00:00+09:00,sl,165.00,592.20,0.6317,2.2674,,20260707_110500,conditional,63167.1,63297.83,63519.88,62858.83,62542.68,1.53,2.74,1.3,2.4,blocked,allowed,conditional,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,167-63,298 へ戻り、15分足で再失速するなら候補"
20260707_120500:long:limit_retest,20260707_120500,2026-07-07T21:05:00.013666+09:00,limit_retest,ACTIVE_LIMIT_RETEST+ACTIVE_COUNTER_SCALP,long,limit,63234.9,62977.93,63568.96,63851.63,sl_first,2026-07-07T22:00:00+09:00,2026-07-07T22:30:00+09:00,sl,220.80,269.20,0.8592,1.0476,,20260707_120500,allowed,63203.28,63266.52,62977.93,63568.96,63851.63,0.48,1.18,1.3,2.4,blocked,allowed,blocked,blocked,押し目買い待ち・短期反落注意,上方向優勢。ただし成行ロング不可。押し目買い待ち。現値は短期反落帯。,"63,203-63,267 へ押し、15分足で反発継続なら候補"
