signal_id,timestamp_jst,current_price,bias,market_regime,transition_direction,primary_setup_side,primary_setup_status,confidence_direction_shadow,confidence_execution_shadow,confidence_wait_shadow,prelabel,trade_execution_gate,trade_execution_blockers,phase1b_lite_gate,phase1b_lite_type,phase1b_lite_reasons,opportunity_gate,opportunity_type,opportunity_reasons,signal_tier,data_quality_flag,no_trade_flags,warning_flags,risk_flags,long_rr,short_rr,trend_flip_state,active_level_role,level_flip_state,failed_breakout_state,nearest_major_support,nearest_major_resistance
20260707_190500,2026-07-08T04:05:00.610803+09:00,63654.2,short,range,,short,watch,42.0,23.0,59.2,SWEEP_WAIT,blocked,"[""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready""]",blocked,blocked,"[""blocking_risk_flag:long_flush_exhaustion"", ""direction_below_lite_min"", ""not_confidence_watch_learning"", ""required_risk_flags_missing""]",blocked,blocked,"[""direction_shadow_too_low""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",Critical_zone_warning,"bid_wall_close,long_flush_exhaustion,upper_liquidity_close,major_resistance_rejection,support_to_resistance_flip,failed_breakout_down_reversal,trend_flip_early_down,short_into_major_support,support_to_resistance_retest_confirmed,long_into_major_resistance",1.3,1.3,early_down,resistance,support_to_resistance_confirmed,down_reversal,"{""low"": 63470.82, ""high"": 63689.58, ""mid"": 63580.2, ""kind"": ""support"", ""source"": ""15m"", ""sources"": [""15m""], ""confluence_count"": 1, ""strength"": 110.92, ""reaction_count"": 21, ""wick_rejections"": 22, ""volume_touches"": 56, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}","{""low"": 63789.22, ""high"": 64047.58, ""mid"": 63918.4, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""1h"", ""15m"", ""4h""], ""confluence_count"": 3, ""strength"": 202.0, ""reaction_count"": 48, ""wick_rejections"": 43, ""volume_touches"": 69, ""last_touch_age"": 0, ""distance_from_price"": 135.02, ""distance_atr"": 0.5473}"
20260707_200500,2026-07-08T05:05:00.882455+09:00,63791.8,short,range,,short,watch,50.0,18.0,75.2,SWEEP_WAIT,blocked,"[""execution_shadow_too_low"", ""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready"", ""wait_pressure_too_high""]",blocked,blocked,"[""direction_below_lite_min"", ""not_confidence_watch_learning"", ""required_risk_flags_missing""]",blocked,blocked,"[""require_execution_for_high_wait""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",Critical_zone_warning,"short_cover_risk,sweep_incomplete,upper_liquidity_close,major_resistance_rejection,support_to_resistance_flip,short_into_major_support,trend_flip_confirmed_down,support_to_resistance_retest_confirmed,long_into_major_resistance",1.3,1.3,confirmed_down,resistance,support_to_resistance_confirmed,,"{""low"": 63695.05, ""high"": 63928.15, ""mid"": 63811.6, ""kind"": ""support"", ""source"": ""15m"", ""sources"": [""15m""], ""confluence_count"": 1, ""strength"": 76.75, ""reaction_count"": 16, ""wick_rejections"": 12, ""volume_touches"": 41, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}","{""low"": 63790.95, ""high"": 64045.85, ""mid"": 63918.4, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""1h"", ""15m"", ""4h""], ""confluence_count"": 3, ""strength"": 205.21, ""reaction_count"": 48, ""wick_rejections"": 45, ""volume_touches"": 70, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}"
20260707_210500,2026-07-08T06:05:00.045596+09:00,63668.4,short,range,,short,watch,32.0,28.0,51.2,SWEEP_WAIT,blocked,"[""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready""]",blocked,blocked,"[""blocking_risk_flag:long_flush_exhaustion"", ""direction_below_lite_min"", ""not_confidence_watch_learning"", ""required_risk_flags_missing""]",blocked,blocked,"[""direction_shadow_too_low""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",,"long_flush_exhaustion,sweep_incomplete,upper_liquidity_close,support_to_resistance_flip,major_support_rejection,short_into_major_support,trend_flip_confirmed_down,support_to_resistance_retest_confirmed,long_into_major_resistance",1.3,1.3,confirmed_down,resistance,support_to_resistance_confirmed,,"{""low"": 63479.5, ""high"": 63680.9, ""mid"": 63580.2, ""kind"": ""support"", ""source"": ""15m"", ""sources"": [""15m""], ""confluence_count"": 1, ""strength"": 130.9, ""reaction_count"": 25, ""wick_rejections"": 28, ""volume_touches"": 64, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}","{""low"": 63797.9, ""high"": 64038.9, ""mid"": 63918.4, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""1h"", ""15m"", ""4h""], ""confluence_count"": 3, ""strength"": 253.54, ""reaction_count"": 60, ""wick_rejections"": 57, ""volume_touches"": 86, ""last_touch_age"": 0, ""distance_from_price"": 129.5, ""distance_atr"": 0.6109}"
20260707_220500,2026-07-08T07:05:00.055881+09:00,63397.7,short,range,,short,invalid,45.0,8.0,83.2,NO_TRADE_CANDIDATE,blocked,"[""execution_shadow_too_low"", ""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready"", ""wait_pressure_too_high""]",blocked,blocked,"[""blocking_risk_flag:long_flush_exhaustion"", ""direction_below_lite_min"", ""execution_below_lite_min"", ""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_setup_not_watch"", ""required_risk_flags_missing""]",blocked,blocked,"[""require_execution_for_high_wait"", ""setup_status_not_watch_or_ready""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",Critical_zone_warning,"bid_wall_close,long_flush_exhaustion,orderbook_bid_heavy,sweep_incomplete,upper_liquidity_close,major_resistance_rejection,support_to_resistance_flip,trend_flip_early_down,short_into_major_support,support_to_resistance_retest_confirmed,long_into_major_resistance",1.3,1.3,early_down,resistance,support_to_resistance_confirmed,,"{""low"": 63299.03, ""high"": 63407.57, ""mid"": 63353.3, ""kind"": ""support"", ""source"": ""15m"", ""sources"": [""15m""], ""confluence_count"": 1, ""strength"": 49.25, ""reaction_count"": 14, ""wick_rejections"": 6, ""volume_touches"": 23, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}","{""low"": 63333.73, ""high"": 63502.17, ""mid"": 63417.95, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""15m"", ""1h"", ""4h""], ""confluence_count"": 3, ""strength"": 304.25, ""reaction_count"": 76, ""wick_rejections"": 62, ""volume_touches"": 115, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}"
20260708_000500,2026-07-08T09:05:00.677297+09:00,63331.7,short,range,,short,watch,51.0,18.0,67.2,SWEEP_WAIT,blocked,"[""execution_shadow_too_low"", ""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready"", ""wait_pressure_too_high""]",blocked,blocked,"[""blocking_risk_flag:long_flush_exhaustion"", ""direction_below_lite_min"", ""not_confidence_watch_learning"", ""required_risk_flags_missing""]",blocked,blocked,"[""require_execution_for_high_wait""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",Critical_zone_warning,"long_flush_exhaustion,sweep_incomplete,upper_liquidity_close,support_to_resistance_flip,short_into_major_support,trend_flip_confirmed_down,support_to_resistance_retest_confirmed,long_into_major_resistance",1.3,1.3,confirmed_down,resistance,support_to_resistance_confirmed,,"{""low"": 63304.9, ""high"": 63401.7, ""mid"": 63353.3, ""kind"": ""support"", ""source"": ""15m"", ""sources"": [""15m""], ""confluence_count"": 1, ""strength"": 52.75, ""reaction_count"": 15, ""wick_rejections"": 7, ""volume_touches"": 24, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}","{""low"": 63339.6, ""high"": 63496.3, ""mid"": 63417.95, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""15m"", ""1h"", ""4h""], ""confluence_count"": 3, ""strength"": 308.25, ""reaction_count"": 76, ""wick_rejections"": 64, ""volume_touches"": 117, ""last_touch_age"": 0, ""distance_from_price"": 7.9, ""distance_atr"": 0.0408}"
20260708_020501,2026-07-08T11:05:01.009613+09:00,63003.7,short,range,,short,invalid,51.0,30.0,48.0,RISKY_ENTRY,blocked,"[""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready""]",blocked,blocked,"[""direction_below_lite_min"", ""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_setup_not_watch"", ""required_risk_flags_missing""]",blocked,blocked,"[""setup_status_not_watch_or_ready""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",Critical_zone_warning,"bid_wall_close,sweep_incomplete,major_resistance_rejection,short_into_major_support,long_into_major_resistance,failed_breakout_down_reversal,support_to_resistance_retest_confirmed,support_to_resistance_flip,trend_flip_early_down",1.3,1.3,early_down,resistance,support_to_resistance_confirmed,down_reversal,"{""low"": 62906.5, ""high"": 63018.3, ""mid"": 62962.4, ""kind"": ""support"", ""source"": ""15m"", ""sources"": [""15m""], ""confluence_count"": 1, ""strength"": 72.5, ""reaction_count"": 16, ""wick_rejections"": 18, ""volume_touches"": 30, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}","{""low"": 62800.1, ""high"": 63005.9, ""mid"": 62903.0, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""1h"", ""4h""], ""confluence_count"": 2, ""strength"": 219.46, ""reaction_count"": 53, ""wick_rejections"": 49, ""volume_touches"": 77, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}"
20260708_030500,2026-07-08T12:05:00.818311+09:00,62949.7,short,range,,short,watch,46.0,18.0,75.2,SWEEP_WAIT,blocked,"[""execution_shadow_too_low"", ""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready"", ""wait_pressure_too_high""]",blocked,blocked,"[""direction_below_lite_min"", ""not_confidence_watch_learning"", ""required_risk_flags_missing""]",blocked,blocked,"[""require_execution_for_high_wait""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",Critical_zone_warning,"orderbook_bid_heavy,sweep_incomplete,upper_liquidity_close,major_resistance_rejection,short_into_major_support,long_into_major_resistance,failed_breakout_down_reversal,support_to_resistance_retest_confirmed,support_to_resistance_flip,trend_flip_early_down",1.3,1.3,early_down,resistance,support_to_resistance_confirmed,down_reversal,"{""low"": 62904.41, ""high"": 63020.39, ""mid"": 62962.4, ""kind"": ""support"", ""source"": ""15m"", ""sources"": [""15m""], ""confluence_count"": 1, ""strength"": 75.75, ""reaction_count"": 15, ""wick_rejections"": 20, ""volume_touches"": 33, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}","{""low"": 62798.01, ""high"": 63007.99, ""mid"": 62903.0, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""1h"", ""4h""], ""confluence_count"": 2, ""strength"": 221.71, ""reaction_count"": 53, ""wick_rejections"": 49, ""volume_touches"": 80, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}"
20260708_040500,2026-07-08T13:05:00.138485+09:00,62740.0,short,range,,short,invalid,34.0,25.0,56.0,RISKY_ENTRY,blocked,"[""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready""]",blocked,blocked,"[""blocking_risk_flag:long_flush_exhaustion"", ""direction_below_lite_min"", ""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_setup_not_watch"", ""required_risk_flags_missing""]",blocked,blocked,"[""direction_shadow_too_low"", ""setup_status_not_watch_or_ready""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",Critical_zone_warning,"long_flush_exhaustion,sweep_incomplete,short_into_major_support,long_into_major_resistance,support_to_resistance_retest_confirmed,support_to_resistance_flip,trend_flip_confirmed_down,failed_breakout_up_reversal,major_support_rejection",1.3,1.3,confirmed_down,resistance,support_to_resistance_confirmed,up_reversal,"{""low"": 62701.69, ""high"": 62808.11, ""mid"": 62754.9, ""kind"": ""support"", ""source"": ""1h"", ""sources"": [""1h"", ""15m""], ""confluence_count"": 2, ""strength"": 131.5, ""reaction_count"": 29, ""wick_rejections"": 36, ""volume_touches"": 46, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}","{""low"": 62802.79, ""high"": 63003.21, ""mid"": 62903.0, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""1h"", ""4h""], ""confluence_count"": 2, ""strength"": 219.75, ""reaction_count"": 53, ""wick_rejections"": 48, ""volume_touches"": 79, ""last_touch_age"": 0, ""distance_from_price"": 62.79, ""distance_atr"": 0.295}"
20260708_050500,2026-07-08T14:05:00.665514+09:00,62769.3,short,range,,short,invalid,49.0,8.0,83.2,NO_TRADE_CANDIDATE,blocked,"[""execution_shadow_too_low"", ""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready"", ""wait_pressure_too_high""]",blocked,blocked,"[""direction_below_lite_min"", ""execution_below_lite_min"", ""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_setup_not_watch"", ""required_risk_flags_missing""]",blocked,blocked,"[""require_execution_for_high_wait"", ""setup_status_not_watch_or_ready""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",Critical_zone_warning,"bid_wall_close,cvd_bearish_divergence,short_cover_risk,sweep_incomplete,upper_liquidity_close,short_into_major_support,long_into_major_resistance,support_to_resistance_retest_confirmed,support_to_resistance_flip,trend_flip_confirmed_down,failed_breakout_up_reversal,major_support_rejection",1.3,1.3,confirmed_down,resistance,support_to_resistance_confirmed,up_reversal,"{""low"": 62706.23, ""high"": 62803.57, ""mid"": 62754.9, ""kind"": ""support"", ""source"": ""1h"", ""sources"": [""1h"", ""15m""], ""confluence_count"": 2, ""strength"": 131.5, ""reaction_count"": 30, ""wick_rejections"": 36, ""volume_touches"": 44, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}","{""low"": 62807.33, ""high"": 62998.67, ""mid"": 62903.0, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""1h"", ""4h""], ""confluence_count"": 2, ""strength"": 220.23, ""reaction_count"": 53, ""wick_rejections"": 49, ""volume_touches"": 78, ""last_touch_age"": 0, ""distance_from_price"": 38.03, ""distance_atr"": 0.1953}"
20260708_060500,2026-07-08T15:05:00.098843+09:00,62613.8,short,range,,short,invalid,44.0,13.0,75.2,NO_TRADE_CANDIDATE,blocked,"[""execution_shadow_too_low"", ""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready"", ""wait_pressure_too_high""]",blocked,blocked,"[""blocking_risk_flag:long_flush_exhaustion"", ""direction_below_lite_min"", ""execution_below_lite_min"", ""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_setup_not_watch"", ""required_risk_flags_missing""]",blocked,blocked,"[""direction_shadow_too_low"", ""require_execution_for_high_wait"", ""setup_status_not_watch_or_ready""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",Critical_zone_warning,"bid_wall_close,long_flush_exhaustion,orderbook_bid_heavy,sweep_incomplete,upper_liquidity_close,short_into_major_support,support_to_resistance_retest_confirmed,support_to_resistance_flip,trend_flip_confirmed_down,failed_breakout_up_reversal,major_support_rejection",1.3,1.3,confirmed_down,resistance,support_to_resistance_confirmed,up_reversal,"{""low"": 62597.73, ""high"": 62711.37, ""mid"": 62654.55, ""kind"": ""support"", ""source"": ""1h"", ""sources"": [""1h"", ""15m""], ""confluence_count"": 2, ""strength"": 265.0, ""reaction_count"": 56, ""wick_rejections"": 94, ""volume_touches"": 64, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}","{""low"": 62810.63, ""high"": 62995.37, ""mid"": 62903.0, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""1h"", ""15m"", ""4h""], ""confluence_count"": 3, ""strength"": 288.6, ""reaction_count"": 71, ""wick_rejections"": 65, ""volume_touches"": 102, ""last_touch_age"": 0, ""distance_from_price"": 196.83, ""distance_atr"": 1.0845}"
20260708_070500,2026-07-08T16:05:00.931946+09:00,62628.4,short,range,,short,invalid,44.0,8.0,83.2,NO_TRADE_CANDIDATE,blocked,"[""execution_shadow_too_low"", ""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready"", ""wait_pressure_too_high""]",blocked,blocked,"[""direction_below_lite_min"", ""execution_below_lite_min"", ""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_setup_not_watch"", ""required_risk_flags_missing""]",blocked,blocked,"[""direction_shadow_too_low"", ""require_execution_for_high_wait"", ""setup_status_not_watch_or_ready""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",Critical_zone_warning,"bid_wall_close,cvd_bearish_divergence,short_cover_risk,sweep_incomplete,upper_liquidity_close,short_into_major_support,support_to_resistance_retest_confirmed,support_to_resistance_flip,trend_flip_confirmed_down,failed_breakout_up_reversal,major_support_rejection",1.3,1.3,confirmed_down,resistance,support_to_resistance_confirmed,up_reversal,"{""low"": 62598.06, ""high"": 62711.04, ""mid"": 62654.55, ""kind"": ""support"", ""source"": ""1h"", ""sources"": [""1h"", ""15m""], ""confluence_count"": 2, ""strength"": 266.25, ""reaction_count"": 56, ""wick_rejections"": 95, ""volume_touches"": 64, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}","{""low"": 62810.96, ""high"": 62995.04, ""mid"": 62903.0, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""1h"", ""15m"", ""4h""], ""confluence_count"": 3, ""strength"": 288.46, ""reaction_count"": 71, ""wick_rejections"": 65, ""volume_touches"": 102, ""last_touch_age"": 0, ""distance_from_price"": 182.56, ""distance_atr"": 1.0132}"
20260708_080500,2026-07-08T17:05:00.532514+09:00,62854.1,short,transition,down,short,invalid,93.0,11.0,70.4,NO_TRADE_CANDIDATE,blocked,"[""execution_shadow_too_low"", ""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready"", ""wait_pressure_too_high""]",blocked,blocked,"[""execution_below_lite_min"", ""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_setup_not_watch"", ""required_risk_flags_missing""]",blocked,blocked,"[""require_execution_for_high_wait"", ""setup_status_not_watch_or_ready""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",Critical_zone_warning,"bid_wall_close,orderbook_bid_heavy,short_cover_risk,upper_liquidity_close,short_into_major_support,support_to_resistance_flip,long_into_major_resistance,trend_flip_confirmed_down",1.3,1.3,confirmed_down,resistance,support_to_resistance_early,,"{""low"": 62712.36, ""high"": 62797.44, ""mid"": 62754.9, ""kind"": ""support"", ""source"": ""1h"", ""sources"": [""1h""], ""confluence_count"": 1, ""strength"": 65.5, ""reaction_count"": 14, ""wick_rejections"": 19, ""volume_touches"": 21, ""last_touch_age"": 0, ""distance_from_price"": 56.66, ""distance_atr"": 0.333}","{""low"": 62813.46, ""high"": 62992.54, ""mid"": 62903.0, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""1h"", ""15m"", ""4h""], ""confluence_count"": 3, ""strength"": 291.31, ""reaction_count"": 72, ""wick_rejections"": 66, ""volume_touches"": 102, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}"
20260708_090500,2026-07-08T18:05:00.945529+09:00,61989.8,short,transition,down,short,watch,90.0,35.0,40.0,RISKY_ENTRY,blocked,"[""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready""]",blocked,blocked,"[""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_reason_not_confidence_below_min"", ""required_risk_flags_missing""]",pass,setup_watch_learning,"[""market_map:failed_breakout_down_reversal"", ""market_map:support_to_resistance_flip"", ""phase1_observation_gate_pass""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",,"sweep_incomplete,upper_liquidity_close,major_resistance_rejection,short_into_major_support,long_into_major_resistance,failed_breakout_down_reversal,support_to_resistance_retest_confirmed,support_to_resistance_flip,trend_flip_confirmed_down",1.3,1.3,confirmed_down,resistance,support_to_resistance_confirmed,down_reversal,"{""low"": 61823.14, ""high"": 61936.86, ""mid"": 61880.0, ""kind"": ""support"", ""source"": ""4h"", ""sources"": [""4h""], ""confluence_count"": 1, ""strength"": 39.29, ""reaction_count"": 9, ""wick_rejections"": 7, ""volume_touches"": 15, ""last_touch_age"": 10, ""distance_from_price"": 52.94, ""distance_atr"": 0.2327}","{""low"": 62122.14, ""high"": 62235.86, ""mid"": 62179.0, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""4h""], ""confluence_count"": 1, ""strength"": 33.79, ""reaction_count"": 10, ""wick_rejections"": 2, ""volume_touches"": 14, ""last_touch_age"": 10, ""distance_from_price"": 132.34, ""distance_atr"": 0.5818}"
20260708_100500,2026-07-08T19:05:00.822235+09:00,62031.8,short,transition,down,short,invalid,95.0,21.0,54.4,NO_TRADE_CANDIDATE,blocked,"[""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready""]",blocked,blocked,"[""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_reason_not_confidence_below_min"", ""primary_setup_not_watch"", ""required_risk_flags_missing""]",blocked,blocked,"[""setup_status_not_watch_or_ready""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",,"cvd_bearish_divergence,orderbook_bid_heavy,sweep_incomplete,upper_liquidity_close,short_into_major_support,long_into_major_resistance,support_to_resistance_retest_confirmed,support_to_resistance_flip,trend_flip_confirmed_down",1.3,1.3,confirmed_down,resistance,support_to_resistance_confirmed,,"{""low"": 61768.96, ""high"": 61934.34, ""mid"": 61851.65, ""kind"": ""support"", ""source"": ""4h"", ""sources"": [""15m"", ""4h""], ""confluence_count"": 2, ""strength"": 70.75, ""reaction_count"": 16, ""wick_rejections"": 12, ""volume_touches"": 30, ""last_touch_age"": 2, ""distance_from_price"": 97.46, ""distance_atr"": 0.4484}","{""low"": 62124.66, ""high"": 62233.34, ""mid"": 62179.0, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""4h""], ""confluence_count"": 1, ""strength"": 33.79, ""reaction_count"": 10, ""wick_rejections"": 2, ""volume_touches"": 14, ""last_touch_age"": 10, ""distance_from_price"": 92.86, ""distance_atr"": 0.4272}"
20260708_110500,2026-07-08T20:05:00.057062+09:00,62149.9,short,transition,down,short,ready,95.0,34.0,33.6,ENTRY_OK,blocked,"[""no_trade_flags_present""]",blocked,blocked,"[""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_reason_not_confidence_below_min"", ""primary_setup_not_watch"", ""required_risk_flags_missing""]",pass,market_map_opportunity,"[""market_map:support_to_resistance_flip""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch",Critical_zone_warning,"bid_wall_close,orderbook_bid_heavy,support_to_resistance_flip,support_to_resistance_retest_confirmed,long_into_major_resistance,trend_flip_confirmed_down",1.3,1.3,confirmed_down,resistance,support_to_resistance_confirmed,,"{""low"": 61774.46, ""high"": 61928.84, ""mid"": 61851.65, ""kind"": ""support"", ""source"": ""4h"", ""sources"": [""15m"", ""4h""], ""confluence_count"": 2, ""strength"": 106.1, ""reaction_count"": 23, ""wick_rejections"": 19, ""volume_touches"": 47, ""last_touch_age"": 3, ""distance_from_price"": 221.06, ""distance_atr"": 1.1316}","{""low"": 62091.16, ""high"": 62227.84, ""mid"": 62159.5, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""15m"", ""4h""], ""confluence_count"": 2, ""strength"": 75.54, ""reaction_count"": 17, ""wick_rejections"": 14, ""volume_touches"": 31, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}"
20260708_120500,2026-07-08T21:05:00.728373+09:00,62269.9,short,transition,down,short,watch,89.0,23.0,51.2,SWEEP_WAIT,blocked,"[""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready""]",blocked,blocked,"[""not_confidence_watch_learning"", ""primary_reason_not_confidence_below_min"", ""required_risk_flags_missing""]",pass,setup_watch_learning,"[""market_map:support_to_resistance_flip"", ""phase1_observation_gate_pass""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",Critical_zone_warning,"bid_wall_close,sweep_incomplete,upper_liquidity_close,short_into_major_support,support_to_resistance_retest_confirmed,support_to_resistance_flip,trend_flip_confirmed_down,major_support_rejection",1.69,1.3,confirmed_down,resistance,support_to_resistance_confirmed,,"{""low"": 62193.77, ""high"": 62355.23, ""mid"": 62274.5, ""kind"": ""support"", ""source"": ""4h"", ""sources"": [""4h"", ""1h""], ""confluence_count"": 2, ""strength"": 134.0, ""reaction_count"": 34, ""wick_rejections"": 27, ""volume_touches"": 43, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}","{""low"": 62808.77, ""high"": 62997.23, ""mid"": 62903.0, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""1h"", ""15m"", ""4h""], ""confluence_count"": 3, ""strength"": 371.94, ""reaction_count"": 90, ""wick_rejections"": 88, ""volume_touches"": 133, ""last_touch_age"": 0, ""distance_from_price"": 538.87, ""distance_atr"": 2.8527}"
20260708_130500,2026-07-08T22:05:00.945839+09:00,61933.8,short,transition,down,short,watch,95.0,35.0,32.0,RISKY_ENTRY,blocked,"[""no_trade_flags_present"", ""phase1_inactive"", ""setup_not_ready""]",blocked,blocked,"[""not_confidence_watch_learning"", ""prelabel_not_sweep_wait"", ""primary_reason_not_confidence_below_min"", ""required_risk_flags_missing""]",pass,setup_watch_learning,"[""market_map:failed_breakout_down_reversal"", ""market_map:support_to_resistance_flip"", ""phase1_observation_gate_pass""]",normal,ok,"breakout_follow_candidate,downside_breakdown_follow_watch,short_at_major_support_wait_only",,"bid_wall_close,orderbook_bid_heavy,major_resistance_rejection,short_into_major_support,long_into_major_resistance,failed_breakout_down_reversal,support_to_resistance_retest_confirmed,support_to_resistance_flip,trend_flip_confirmed_down",1.3,1.3,confirmed_down,resistance,support_to_resistance_confirmed,down_reversal,"{""low"": 61775.75, ""high"": 61927.55, ""mid"": 61851.65, ""kind"": ""support"", ""source"": ""4h"", ""sources"": [""15m"", ""4h""], ""confluence_count"": 2, ""strength"": 107.23, ""reaction_count"": 23, ""wick_rejections"": 20, ""volume_touches"": 47, ""last_touch_age"": 0, ""distance_from_price"": 6.25, ""distance_atr"": 0.0329}","{""low"": 61883.95, ""high"": 61979.05, ""mid"": 61931.5, ""kind"": ""resistance"", ""source"": ""4h"", ""sources"": [""4h""], ""confluence_count"": 1, ""strength"": 38.75, ""reaction_count"": 11, ""wick_rejections"": 4, ""volume_touches"": 15, ""last_touch_age"": 0, ""distance_from_price"": 0.0, ""distance_atr"": 0.0}"
